trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,primary,high,hard,left,congruent,left_congruent,f
2,primary,low,hard,left,congruent,left_congruent,f
3,primary,high,easy,right,nogo,right_nogo,
4,primary,low,easy,right,congruent,right_congruent,k
5,primary,high,hard,left,nogo,left_nogo,
6,primary,low,easy,left,congruent,left_congruent,f
7,primary,low,easy,left,congruent,left_congruent,f
8,primary,low,hard,right,congruent,right_congruent,k
9,primary,high,hard,right,congruent,right_congruent,k
10,primary,high,hard,right,nogo,right_nogo,
11,primary,high,easy,right,congruent,right_congruent,k
12,primary,high,hard,left,nogo,left_nogo,
13,primary,low,hard,left,congruent,left_congruent,f
14,primary,low,hard,right,congruent,right_congruent,k
15,primary,low,easy,right,nogo,right_nogo,
16,primary,high,hard,left,congruent,left_congruent,f
17,primary,high,easy,right,nogo,right_nogo,
18,primary,high,easy,left,congruent,left_congruent,f
19,primary,low,hard,right,congruent,right_congruent,k
20,primary,low,easy,right,nogo,right_nogo,
21,primary,low,easy,left,congruent,left_congruent,f
22,primary,high,hard,left,nogo,left_nogo,
23,primary,low,hard,right,congruent,right_congruent,k
24,primary,low,easy,left,nogo,left_nogo,
25,primary,low,easy,right,congruent,right_congruent,k
26,primary,high,hard,left,nogo,left_nogo,
27,primary,low,hard,left,congruent,left_congruent,f
28,primary,low,easy,right,congruent,right_congruent,k
29,primary,high,easy,right,congruent,right_congruent,k
30,primary,low,hard,left,nogo,left_nogo,
31,primary,low,easy,right,congruent,right_congruent,k
32,primary,high,hard,left,nogo,left_nogo,
33,primary,low,easy,right,congruent,right_congruent,k
34,primary,high,hard,right,congruent,right_congruent,k
35,primary,low,easy,left,congruent,left_congruent,f
36,primary,high,hard,left,congruent,left_congruent,f
37,primary,high,easy,left,congruent,left_congruent,f
38,primary,high,easy,left,congruent,left_congruent,f
39,primary,low,hard,left,nogo,left_nogo,
40,primary,low,easy,right,nogo,right_nogo,
41,primary,high,easy,left,congruent,left_congruent,f
42,primary,low,hard,left,nogo,left_nogo,
43,primary,low,easy,left,congruent,left_congruent,f
44,primary,low,hard,left,nogo,left_nogo,
45,primary,low,hard,right,nogo,right_nogo,
46,primary,high,easy,right,congruent,right_congruent,k
47,primary,high,easy,left,congruent,left_congruent,f
48,primary,high,easy,right,congruent,right_congruent,k
49,primary,high,easy,left,congruent,left_congruent,f
50,primary,high,hard,right,congruent,right_congruent,k
51,primary,low,easy,left,congruent,left_congruent,f
52,primary,low,hard,left,congruent,left_congruent,f
53,primary,high,hard,left,congruent,left_congruent,f
54,primary,high,easy,right,congruent,right_congruent,k
55,primary,low,easy,left,congruent,left_congruent,f
56,primary,high,easy,right,congruent,right_congruent,k
57,primary,low,hard,right,congruent,right_congruent,k
58,primary,low,hard,left,congruent,left_congruent,f
59,primary,low,hard,left,congruent,left_congruent,f
60,primary,high,hard,right,nogo,right_nogo,
61,primary,low,easy,left,congruent,left_congruent,f
62,primary,low,easy,left,congruent,left_congruent,f
63,primary,low,easy,right,nogo,right_nogo,
64,primary,low,hard,left,congruent,left_congruent,f
65,primary,low,easy,left,congruent,left_congruent,f
66,primary,high,hard,right,congruent,right_congruent,k
67,primary,high,hard,left,congruent,left_congruent,f
68,primary,high,easy,right,congruent,right_congruent,k
69,primary,low,easy,left,congruent,left_congruent,f
70,primary,high,easy,right,nogo,right_nogo,
71,primary,high,easy,left,congruent,left_congruent,f
72,primary,high,hard,right,congruent,right_congruent,k
73,primary,low,hard,right,congruent,right_congruent,k
74,primary,high,easy,left,nogo,left_nogo,
75,primary,low,easy,right,congruent,right_congruent,k
76,primary,high,easy,right,congruent,right_congruent,k
77,primary,low,easy,right,congruent,right_congruent,k
78,primary,high,hard,left,congruent,left_congruent,f
79,primary,low,hard,left,congruent,left_congruent,f
80,primary,low,hard,right,congruent,right_congruent,k
81,primary,low,hard,right,nogo,right_nogo,
82,primary,high,hard,right,congruent,right_congruent,k
83,primary,high,hard,left,nogo,left_nogo,
84,primary,low,hard,right,congruent,right_congruent,k
85,primary,high,easy,left,nogo,left_nogo,
86,primary,low,easy,left,congruent,left_congruent,f
87,primary,high,hard,left,congruent,left_congruent,f
88,primary,low,hard,right,congruent,right_congruent,k
89,primary,high,easy,right,congruent,right_congruent,k
90,primary,low,easy,right,congruent,right_congruent,k
91,primary,low,hard,right,nogo,right_nogo,
92,primary,high,easy,left,congruent,left_congruent,f
93,primary,low,easy,right,congruent,right_congruent,k
94,primary,high,hard,right,congruent,right_congruent,k
95,primary,low,easy,right,congruent,right_congruent,k
96,primary,low,hard,left,nogo,left_nogo,
97,primary,low,easy,left,congruent,left_congruent,f
98,primary,low,hard,left,congruent,left_congruent,f
99,primary,low,easy,left,nogo,left_nogo,
100,primary,high,easy,left,nogo,left_nogo,
101,primary,low,hard,right,nogo,right_nogo,
102,primary,low,easy,left,congruent,left_congruent,f
103,primary,low,easy,right,congruent,right_congruent,k
104,primary,low,hard,right,congruent,right_congruent,k
105,primary,high,hard,left,congruent,left_congruent,f
106,primary,low,hard,left,congruent,left_congruent,f
107,primary,low,hard,left,congruent,left_congruent,f
108,primary,high,hard,left,congruent,left_congruent,f
109,primary,low,hard,right,congruent,right_congruent,k
110,primary,high,easy,right,congruent,right_congruent,k
111,primary,high,easy,left,congruent,left_congruent,f
112,primary,low,easy,left,congruent,left_congruent,f
113,primary,high,hard,left,nogo,left_nogo,
114,primary,low,easy,left,congruent,left_congruent,f
115,primary,low,hard,right,congruent,right_congruent,k
116,primary,high,easy,right,congruent,right_congruent,k
117,primary,high,hard,right,congruent,right_congruent,k
118,primary,high,hard,left,congruent,left_congruent,f
119,primary,high,hard,right,congruent,right_congruent,k
120,primary,high,hard,left,congruent,left_congruent,f
121,primary,high,easy,left,congruent,left_congruent,f
122,primary,high,hard,right,congruent,right_congruent,k
123,primary,high,easy,right,nogo,right_nogo,
124,primary,low,hard,right,nogo,right_nogo,
125,primary,low,easy,left,congruent,left_congruent,f
126,primary,low,easy,left,nogo,left_nogo,
127,primary,high,hard,left,congruent,left_congruent,f
128,primary,low,easy,right,congruent,right_congruent,k
129,primary,high,easy,right,congruent,right_congruent,k
