trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,primary,low,hard,right,congruent,right_congruent,k
2,primary,high,hard,right,nogo,right_nogo,
3,primary,high,hard,right,congruent,right_congruent,k
4,primary,low,hard,left,congruent,left_congruent,f
5,primary,low,easy,right,congruent,right_congruent,k
6,primary,high,easy,left,congruent,left_congruent,f
7,primary,high,easy,right,congruent,right_congruent,k
8,primary,low,easy,right,congruent,right_congruent,k
9,primary,high,easy,left,nogo,left_nogo,
10,primary,high,easy,right,congruent,right_congruent,k
11,primary,high,hard,right,congruent,right_congruent,k
12,primary,low,easy,right,congruent,right_congruent,k
1,primary,high,easy,right,congruent,right_congruent,k
2,primary,low,easy,right,congruent,right_congruent,k
3,primary,high,easy,right,congruent,right_congruent,k
4,primary,high,easy,right,nogo,right_nogo,
5,primary,high,hard,left,congruent,left_congruent,f
6,primary,high,easy,right,congruent,right_congruent,k
7,primary,low,hard,left,congruent,left_congruent,f
8,primary,low,hard,right,congruent,right_congruent,k
9,primary,low,hard,right,congruent,right_congruent,k
10,primary,low,easy,right,nogo,right_nogo,
11,primary,high,easy,right,congruent,right_congruent,k
12,primary,high,hard,left,congruent,left_congruent,f
13,primary,low,easy,right,congruent,right_congruent,k
14,primary,high,easy,right,congruent,right_congruent,k
15,primary,high,hard,right,congruent,right_congruent,k
16,primary,high,hard,left,congruent,left_congruent,f
17,primary,low,easy,left,congruent,left_congruent,f
18,primary,low,hard,right,congruent,right_congruent,k
19,primary,high,hard,left,congruent,left_congruent,f
20,primary,low,easy,right,nogo,right_nogo,
21,primary,low,hard,left,congruent,left_congruent,f
22,primary,high,easy,left,congruent,left_congruent,f
23,primary,high,easy,left,congruent,left_congruent,f
24,primary,high,hard,right,congruent,right_congruent,k
25,primary,high,easy,left,congruent,left_congruent,f
26,primary,high,hard,right,congruent,right_congruent,k
27,primary,low,easy,left,congruent,left_congruent,f
28,primary,high,hard,left,congruent,left_congruent,f
29,primary,high,easy,left,congruent,left_congruent,f
30,primary,low,hard,right,nogo,right_nogo,
31,primary,low,hard,left,nogo,left_nogo,
32,primary,low,hard,right,congruent,right_congruent,k
33,primary,low,hard,left,congruent,left_congruent,f
34,primary,high,easy,right,congruent,right_congruent,k
35,primary,low,hard,right,congruent,right_congruent,k
36,primary,high,hard,left,congruent,left_congruent,f
37,primary,high,easy,left,congruent,left_congruent,f
38,primary,high,hard,left,congruent,left_congruent,f
39,primary,low,easy,left,congruent,left_congruent,f
40,primary,low,easy,left,congruent,left_congruent,f
41,primary,low,easy,right,congruent,right_congruent,k
42,primary,high,hard,left,nogo,left_nogo,
43,primary,high,easy,left,congruent,left_congruent,f
44,primary,high,hard,right,congruent,right_congruent,k
45,primary,low,easy,left,congruent,left_congruent,f
46,primary,low,hard,left,nogo,left_nogo,
47,primary,low,hard,right,congruent,right_congruent,k
48,primary,low,easy,right,congruent,right_congruent,k
49,primary,low,easy,right,congruent,right_congruent,k
50,primary,low,hard,right,congruent,right_congruent,k
51,primary,high,easy,right,nogo,right_nogo,
52,primary,low,easy,left,congruent,left_congruent,f
53,primary,high,easy,left,nogo,left_nogo,
54,primary,high,easy,right,congruent,right_congruent,k
55,primary,high,hard,right,congruent,right_congruent,k
56,primary,low,hard,left,congruent,left_congruent,f
57,primary,low,hard,right,congruent,right_congruent,k
58,primary,high,hard,right,congruent,right_congruent,k
59,primary,low,hard,right,nogo,right_nogo,
60,primary,high,easy,right,congruent,right_congruent,k
61,primary,low,hard,right,congruent,right_congruent,k
62,primary,high,hard,left,congruent,left_congruent,f
63,primary,high,hard,left,congruent,left_congruent,f
64,primary,high,easy,right,congruent,right_congruent,k
65,primary,low,easy,left,congruent,left_congruent,f
66,primary,high,easy,left,nogo,left_nogo,
67,primary,low,easy,left,nogo,left_nogo,
68,primary,low,easy,right,congruent,right_congruent,k
69,primary,low,hard,right,nogo,right_nogo,
70,primary,high,easy,left,congruent,left_congruent,f
71,primary,low,easy,left,congruent,left_congruent,f
72,primary,high,hard,left,congruent,left_congruent,f
73,primary,low,easy,left,congruent,left_congruent,f
74,primary,high,hard,right,nogo,right_nogo,
75,primary,high,hard,right,congruent,right_congruent,k
76,primary,high,easy,left,congruent,left_congruent,f
77,primary,high,easy,left,nogo,left_nogo,
78,primary,low,easy,right,congruent,right_congruent,k
79,primary,low,easy,left,nogo,left_nogo,
80,primary,high,easy,right,congruent,right_congruent,k
81,primary,low,easy,right,nogo,right_nogo,
82,primary,low,easy,left,nogo,left_nogo,
83,primary,high,easy,left,congruent,left_congruent,f
84,primary,low,hard,left,congruent,left_congruent,f
85,primary,low,hard,left,congruent,left_congruent,f
86,primary,low,easy,right,congruent,right_congruent,k
87,primary,high,hard,left,nogo,left_nogo,
88,primary,high,easy,left,congruent,left_congruent,f
89,primary,high,easy,right,nogo,right_nogo,
90,primary,low,hard,left,congruent,left_congruent,f
91,primary,high,hard,left,congruent,left_congruent,f
92,primary,high,easy,right,congruent,right_congruent,k
93,primary,low,hard,left,nogo,left_nogo,
94,primary,low,easy,left,nogo,left_nogo,
95,primary,low,easy,left,congruent,left_congruent,f
96,primary,low,easy,left,nogo,left_nogo,
97,primary,low,easy,right,congruent,right_congruent,k
98,primary,high,easy,left,congruent,left_congruent,f
99,primary,low,hard,left,congruent,left_congruent,f
100,primary,high,hard,right,nogo,right_nogo,
101,primary,low,hard,left,nogo,left_nogo,
102,primary,high,easy,right,congruent,right_congruent,k
103,primary,high,easy,left,congruent,left_congruent,f
104,primary,low,hard,right,congruent,right_congruent,k
105,primary,low,easy,left,congruent,left_congruent,f
106,primary,low,hard,left,nogo,left_nogo,
107,primary,high,hard,left,congruent,left_congruent,f
108,primary,high,hard,right,congruent,right_congruent,k
109,primary,low,easy,left,nogo,left_nogo,
110,primary,low,easy,right,congruent,right_congruent,k
111,primary,high,hard,left,nogo,left_nogo,
112,primary,high,hard,right,nogo,right_nogo,
113,primary,high,easy,right,congruent,right_congruent,k
114,primary,high,hard,left,congruent,left_congruent,f
115,primary,high,easy,left,nogo,left_nogo,
116,primary,high,hard,left,nogo,left_nogo,
117,primary,high,hard,right,congruent,right_congruent,k
118,primary,high,hard,right,congruent,right_congruent,k
119,primary,high,hard,left,congruent,left_congruent,f
120,primary,low,hard,right,congruent,right_congruent,k
121,primary,high,easy,left,congruent,left_congruent,f
122,primary,low,easy,right,congruent,right_congruent,k
123,primary,low,hard,left,congruent,left_congruent,f
124,primary,low,hard,right,nogo,right_nogo,
125,primary,low,hard,left,nogo,left_nogo,
126,primary,low,easy,left,congruent,left_congruent,f
127,primary,low,hard,right,nogo,right_nogo,
128,primary,low,easy,right,nogo,right_nogo,
129,primary,low,hard,right,congruent,right_congruent,k
130,primary,low,hard,right,congruent,right_congruent,k
131,primary,high,hard,left,congruent,left_congruent,f
132,primary,low,easy,right,congruent,right_congruent,k
133,primary,low,easy,right,congruent,right_congruent,k
134,primary,high,hard,left,nogo,left_nogo,
135,primary,low,easy,right,nogo,right_nogo,
136,primary,low,hard,left,congruent,left_congruent,f
137,primary,low,easy,right,nogo,right_nogo,
138,primary,high,hard,right,congruent,right_congruent,k
139,primary,high,easy,right,nogo,right_nogo,
140,primary,low,easy,right,congruent,right_congruent,k
141,primary,high,easy,right,congruent,right_congruent,k
142,primary,high,easy,right,congruent,right_congruent,k
143,primary,low,easy,left,congruent,left_congruent,f
144,primary,high,easy,right,congruent,right_congruent,k
145,primary,low,hard,left,congruent,left_congruent,f
146,primary,high,easy,left,congruent,left_congruent,f
147,primary,low,easy,right,congruent,right_congruent,k
148,primary,low,hard,right,congruent,right_congruent,k
149,primary,high,easy,left,nogo,left_nogo,
150,primary,high,easy,right,congruent,right_congruent,k
151,primary,high,hard,left,congruent,left_congruent,f
152,primary,low,easy,left,congruent,left_congruent,f
153,primary,high,easy,left,congruent,left_congruent,f
154,primary,low,easy,right,congruent,right_congruent,k
155,primary,low,hard,left,nogo,left_nogo,
156,primary,high,hard,left,nogo,left_nogo,
157,primary,low,hard,right,congruent,right_congruent,k
158,primary,high,easy,right,congruent,right_congruent,k
159,primary,low,hard,right,congruent,right_congruent,k
160,primary,low,hard,right,congruent,right_congruent,k
161,primary,low,hard,left,congruent,left_congruent,f
162,primary,low,easy,right,congruent,right_congruent,k
163,primary,low,hard,right,nogo,right_nogo,
164,primary,high,easy,right,nogo,right_nogo,
165,primary,high,hard,right,congruent,right_congruent,k
166,primary,low,easy,right,congruent,right_congruent,k
167,primary,high,hard,right,congruent,right_congruent,k
168,primary,low,hard,right,congruent,right_congruent,k
169,primary,high,hard,right,nogo,right_nogo,
