trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,secondary,low,hard,right,congruent,right_congruent,k
2,secondary,high,hard,right,nogo,right_nogo,
3,secondary,high,hard,right,congruent,right_congruent,k
4,secondary,low,hard,left,congruent,left_congruent,f
5,secondary,low,easy,right,congruent,right_congruent,k
6,secondary,high,easy,left,congruent,left_congruent,f
7,secondary,high,easy,right,congruent,right_congruent,k
8,secondary,low,easy,right,congruent,right_congruent,k
9,secondary,high,easy,left,nogo,left_nogo,
10,secondary,high,easy,right,congruent,right_congruent,k
11,secondary,high,hard,right,congruent,right_congruent,k
12,secondary,low,easy,right,congruent,right_congruent,k
1,secondary,low,easy,right,congruent,right_congruent,k
2,secondary,high,easy,right,nogo,right_nogo,
3,secondary,high,hard,left,nogo,left_nogo,
4,secondary,high,hard,right,nogo,right_nogo,
5,secondary,high,easy,left,congruent,left_congruent,f
6,secondary,high,easy,right,nogo,right_nogo,
7,secondary,low,easy,left,congruent,left_congruent,f
8,secondary,low,hard,left,congruent,left_congruent,f
9,secondary,high,easy,right,congruent,right_congruent,k
10,secondary,high,hard,left,congruent,left_congruent,f
11,secondary,high,easy,right,congruent,right_congruent,k
12,secondary,low,hard,left,congruent,left_congruent,f
13,secondary,low,hard,right,congruent,right_congruent,k
14,secondary,low,easy,right,congruent,right_congruent,k
15,secondary,low,easy,right,nogo,right_nogo,
16,secondary,high,easy,right,nogo,right_nogo,
17,secondary,low,easy,left,nogo,left_nogo,
18,secondary,high,hard,right,congruent,right_congruent,k
19,secondary,low,hard,right,nogo,right_nogo,
20,secondary,low,easy,right,nogo,right_nogo,
21,secondary,high,easy,right,congruent,right_congruent,k
22,secondary,low,hard,right,congruent,right_congruent,k
23,secondary,high,hard,left,congruent,left_congruent,f
24,secondary,low,hard,left,nogo,left_nogo,
25,secondary,high,hard,left,congruent,left_congruent,f
26,secondary,low,easy,right,congruent,right_congruent,k
27,secondary,low,hard,right,nogo,right_nogo,
28,secondary,high,hard,left,congruent,left_congruent,f
29,secondary,low,hard,left,nogo,left_nogo,
30,secondary,high,hard,left,congruent,left_congruent,f
31,secondary,high,hard,left,congruent,left_congruent,f
32,secondary,high,hard,left,congruent,left_congruent,f
33,secondary,low,easy,left,congruent,left_congruent,f
34,secondary,high,hard,right,congruent,right_congruent,k
35,secondary,low,hard,right,congruent,right_congruent,k
36,secondary,high,hard,left,congruent,left_congruent,f
37,secondary,low,hard,left,congruent,left_congruent,f
38,secondary,low,hard,left,congruent,left_congruent,f
39,secondary,high,hard,left,congruent,left_congruent,f
40,secondary,high,easy,right,congruent,right_congruent,k
41,secondary,low,hard,left,congruent,left_congruent,f
42,secondary,low,easy,left,congruent,left_congruent,f
43,secondary,low,hard,right,congruent,right_congruent,k
44,secondary,low,easy,left,nogo,left_nogo,
45,secondary,low,easy,right,congruent,right_congruent,k
46,secondary,low,easy,right,congruent,right_congruent,k
47,secondary,high,hard,left,congruent,left_congruent,f
48,secondary,high,easy,left,congruent,left_congruent,f
49,secondary,low,hard,right,congruent,right_congruent,k
50,secondary,high,easy,right,nogo,right_nogo,
51,secondary,high,easy,left,congruent,left_congruent,f
52,secondary,low,hard,left,nogo,left_nogo,
53,secondary,high,easy,right,nogo,right_nogo,
54,secondary,high,hard,right,congruent,right_congruent,k
55,secondary,high,easy,right,congruent,right_congruent,k
56,secondary,high,easy,left,nogo,left_nogo,
57,secondary,low,hard,left,congruent,left_congruent,f
58,secondary,low,hard,left,congruent,left_congruent,f
59,secondary,high,hard,left,congruent,left_congruent,f
60,secondary,high,hard,right,nogo,right_nogo,
61,secondary,low,easy,left,congruent,left_congruent,f
62,secondary,high,hard,left,nogo,left_nogo,
63,secondary,high,hard,left,congruent,left_congruent,f
64,secondary,low,hard,right,congruent,right_congruent,k
65,secondary,low,hard,left,congruent,left_congruent,f
66,secondary,low,hard,left,nogo,left_nogo,
67,secondary,low,hard,left,congruent,left_congruent,f
68,secondary,low,easy,left,congruent,left_congruent,f
69,secondary,high,easy,right,congruent,right_congruent,k
70,secondary,low,easy,left,congruent,left_congruent,f
71,secondary,high,easy,left,congruent,left_congruent,f
72,secondary,low,easy,right,congruent,right_congruent,k
73,secondary,low,hard,left,congruent,left_congruent,f
74,secondary,low,easy,right,congruent,right_congruent,k
75,secondary,low,easy,right,congruent,right_congruent,k
76,secondary,low,easy,left,nogo,left_nogo,
77,secondary,low,easy,left,nogo,left_nogo,
78,secondary,low,easy,right,nogo,right_nogo,
79,secondary,low,easy,right,nogo,right_nogo,
80,secondary,high,hard,left,congruent,left_congruent,f
81,secondary,low,easy,left,congruent,left_congruent,f
82,secondary,low,hard,right,congruent,right_congruent,k
83,secondary,low,easy,right,nogo,right_nogo,
84,secondary,high,hard,right,congruent,right_congruent,k
85,secondary,low,hard,right,congruent,right_congruent,k
86,secondary,high,easy,right,congruent,right_congruent,k
87,secondary,high,easy,left,congruent,left_congruent,f
88,secondary,low,hard,left,nogo,left_nogo,
89,secondary,low,hard,left,nogo,left_nogo,
90,secondary,low,easy,left,congruent,left_congruent,f
91,secondary,high,easy,left,congruent,left_congruent,f
92,secondary,low,hard,left,congruent,left_congruent,f
93,secondary,high,hard,right,nogo,right_nogo,
94,secondary,high,easy,right,congruent,right_congruent,k
95,secondary,low,hard,left,nogo,left_nogo,
96,secondary,high,hard,left,congruent,left_congruent,f
97,secondary,low,easy,right,nogo,right_nogo,
98,secondary,low,easy,left,congruent,left_congruent,f
99,secondary,low,easy,right,congruent,right_congruent,k
100,secondary,high,easy,right,congruent,right_congruent,k
101,secondary,low,hard,left,congruent,left_congruent,f
102,secondary,high,hard,right,congruent,right_congruent,k
103,secondary,high,easy,right,congruent,right_congruent,k
104,secondary,low,easy,left,nogo,left_nogo,
105,secondary,low,easy,left,nogo,left_nogo,
106,secondary,high,hard,left,nogo,left_nogo,
107,secondary,high,hard,right,congruent,right_congruent,k
108,secondary,low,hard,right,congruent,right_congruent,k
109,secondary,low,hard,right,congruent,right_congruent,k
110,secondary,low,easy,right,congruent,right_congruent,k
111,secondary,low,easy,left,congruent,left_congruent,f
112,secondary,high,easy,left,congruent,left_congruent,f
113,secondary,low,easy,left,congruent,left_congruent,f
114,secondary,low,easy,right,congruent,right_congruent,k
115,secondary,high,easy,left,congruent,left_congruent,f
116,secondary,high,easy,left,congruent,left_congruent,f
117,secondary,low,hard,right,congruent,right_congruent,k
118,secondary,high,hard,right,congruent,right_congruent,k
119,secondary,high,easy,left,congruent,left_congruent,f
120,secondary,high,easy,right,congruent,right_congruent,k
121,secondary,high,hard,right,nogo,right_nogo,
122,secondary,high,hard,left,congruent,left_congruent,f
123,secondary,high,hard,right,congruent,right_congruent,k
124,secondary,high,easy,left,nogo,left_nogo,
125,secondary,high,easy,left,nogo,left_nogo,
126,secondary,low,easy,right,congruent,right_congruent,k
127,secondary,high,easy,left,congruent,left_congruent,f
128,secondary,low,hard,left,congruent,left_congruent,f
129,secondary,low,hard,right,congruent,right_congruent,k
130,secondary,low,easy,right,congruent,right_congruent,k
131,secondary,high,easy,left,congruent,left_congruent,f
132,secondary,high,hard,left,nogo,left_nogo,
133,secondary,low,easy,left,congruent,left_congruent,f
134,secondary,low,hard,right,nogo,right_nogo,
135,secondary,low,easy,right,congruent,right_congruent,k
136,secondary,low,easy,left,nogo,left_nogo,
137,secondary,high,hard,right,congruent,right_congruent,k
138,secondary,low,hard,left,nogo,left_nogo,
139,secondary,low,hard,left,congruent,left_congruent,f
140,secondary,high,easy,left,congruent,left_congruent,f
141,secondary,low,easy,left,congruent,left_congruent,f
142,secondary,high,hard,right,nogo,right_nogo,
143,secondary,high,easy,right,nogo,right_nogo,
144,secondary,high,hard,right,congruent,right_congruent,k
145,secondary,low,hard,left,congruent,left_congruent,f
146,secondary,low,easy,right,congruent,right_congruent,k
147,secondary,low,easy,left,nogo,left_nogo,
148,secondary,low,hard,right,nogo,right_nogo,
149,secondary,high,hard,right,congruent,right_congruent,k
150,secondary,low,hard,right,congruent,right_congruent,k
151,secondary,high,easy,right,congruent,right_congruent,k
152,secondary,low,easy,right,congruent,right_congruent,k
153,secondary,high,hard,right,congruent,right_congruent,k
154,secondary,high,hard,right,congruent,right_congruent,k
155,secondary,low,easy,left,congruent,left_congruent,f
156,secondary,high,easy,right,congruent,right_congruent,k
157,secondary,high,hard,left,congruent,left_congruent,f
158,secondary,high,easy,left,nogo,left_nogo,
159,secondary,high,hard,left,nogo,left_nogo,
160,secondary,high,easy,right,congruent,right_congruent,k
161,secondary,low,hard,left,congruent,left_congruent,f
162,secondary,high,easy,right,congruent,right_congruent,k
163,secondary,high,hard,right,nogo,right_nogo,
164,secondary,high,hard,right,congruent,right_congruent,k
165,secondary,low,easy,right,congruent,right_congruent,k
166,secondary,high,easy,left,nogo,left_nogo,
167,secondary,low,easy,right,congruent,right_congruent,k
168,secondary,high,hard,right,congruent,right_congruent,k
169,secondary,high,easy,left,nogo,left_nogo,
170,secondary,high,hard,right,congruent,right_congruent,k
171,secondary,low,easy,right,congruent,right_congruent,k
172,secondary,low,easy,right,congruent,right_congruent,k
173,secondary,high,hard,left,congruent,left_congruent,f
174,secondary,high,easy,left,congruent,left_congruent,f
175,secondary,high,hard,right,nogo,right_nogo,
176,secondary,high,easy,left,congruent,left_congruent,f
177,secondary,high,hard,left,congruent,left_congruent,f
178,secondary,high,easy,right,congruent,right_congruent,k
179,secondary,low,hard,left,congruent,left_congruent,f
180,secondary,low,easy,left,congruent,left_congruent,f
181,secondary,high,easy,left,congruent,left_congruent,f
182,secondary,high,easy,left,congruent,left_congruent,f
183,secondary,high,hard,left,nogo,left_nogo,
184,secondary,high,easy,right,nogo,right_nogo,
185,secondary,low,hard,right,congruent,right_congruent,k
186,secondary,high,hard,right,congruent,right_congruent,k
187,secondary,high,hard,left,nogo,left_nogo,
188,secondary,low,easy,left,congruent,left_congruent,f
189,secondary,high,easy,left,congruent,left_congruent,f
190,secondary,low,hard,right,congruent,right_congruent,k
191,secondary,low,easy,right,nogo,right_nogo,
192,secondary,high,hard,left,nogo,left_nogo,
193,secondary,high,easy,left,congruent,left_congruent,f
194,secondary,low,easy,right,congruent,right_congruent,k
195,secondary,high,hard,left,congruent,left_congruent,f
196,secondary,low,easy,left,congruent,left_congruent,f
197,secondary,low,easy,right,congruent,right_congruent,k
198,secondary,low,hard,left,congruent,left_congruent,f
199,secondary,high,hard,left,nogo,left_nogo,
200,secondary,high,hard,left,congruent,left_congruent,f
201,secondary,high,hard,left,congruent,left_congruent,f
202,secondary,low,hard,right,congruent,right_congruent,k
203,secondary,low,easy,left,congruent,left_congruent,f
204,secondary,low,hard,left,congruent,left_congruent,f
205,secondary,high,hard,right,congruent,right_congruent,k
206,secondary,high,hard,left,congruent,left_congruent,f
207,secondary,high,easy,right,congruent,right_congruent,k
208,secondary,high,easy,right,congruent,right_congruent,k
209,secondary,low,hard,right,congruent,right_congruent,k
210,secondary,low,hard,right,congruent,right_congruent,k
211,secondary,high,easy,right,congruent,right_congruent,k
212,secondary,low,easy,right,congruent,right_congruent,k
213,secondary,low,easy,right,congruent,right_congruent,k
214,secondary,low,hard,left,congruent,left_congruent,f
215,secondary,high,easy,left,congruent,left_congruent,f
216,secondary,low,easy,left,congruent,left_congruent,f
217,secondary,high,hard,right,congruent,right_congruent,k
218,secondary,low,hard,right,nogo,right_nogo,
219,secondary,low,hard,right,nogo,right_nogo,
220,secondary,low,easy,left,congruent,left_congruent,f
221,secondary,high,easy,right,congruent,right_congruent,k
222,secondary,high,hard,right,congruent,right_congruent,k
223,secondary,low,hard,right,nogo,right_nogo,
224,secondary,low,hard,right,congruent,right_congruent,k
225,secondary,high,easy,left,nogo,left_nogo,
226,secondary,low,hard,right,congruent,right_congruent,k
227,secondary,high,easy,left,nogo,left_nogo,
228,secondary,high,hard,left,congruent,left_congruent,f
229,secondary,low,hard,right,congruent,right_congruent,k
230,secondary,high,hard,right,congruent,right_congruent,k
