trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,primary,low,hard,right,congruent,right_congruent,k
2,primary,high,hard,right,nogo,right_nogo,
3,primary,high,hard,right,congruent,right_congruent,k
4,primary,low,hard,left,congruent,left_congruent,f
5,primary,low,easy,right,congruent,right_congruent,k
6,primary,high,easy,left,congruent,left_congruent,f
7,primary,high,easy,right,congruent,right_congruent,k
8,primary,low,easy,right,congruent,right_congruent,k
9,primary,high,easy,left,nogo,left_nogo,
10,primary,high,easy,right,congruent,right_congruent,k
11,primary,high,hard,right,congruent,right_congruent,k
12,primary,low,easy,right,congruent,right_congruent,k
1,primary,low,hard,right,congruent,right_congruent,k
2,primary,low,hard,right,congruent,right_congruent,k
3,primary,high,hard,left,congruent,left_congruent,f
4,primary,low,hard,right,congruent,right_congruent,k
5,primary,high,hard,left,nogo,left_nogo,
6,primary,low,hard,right,congruent,right_congruent,k
7,primary,high,easy,right,congruent,right_congruent,k
8,primary,high,hard,left,congruent,left_congruent,f
9,primary,low,easy,right,congruent,right_congruent,k
10,primary,low,easy,left,nogo,left_nogo,
11,primary,low,hard,left,congruent,left_congruent,f
12,primary,high,easy,left,congruent,left_congruent,f
13,primary,low,hard,right,congruent,right_congruent,k
14,primary,high,easy,left,congruent,left_congruent,f
15,primary,low,easy,right,nogo,right_nogo,
16,primary,low,easy,right,congruent,right_congruent,k
17,primary,low,easy,left,congruent,left_congruent,f
18,primary,low,hard,left,congruent,left_congruent,f
19,primary,low,hard,left,congruent,left_congruent,f
20,primary,high,easy,right,congruent,right_congruent,k
21,primary,high,hard,left,nogo,left_nogo,
22,primary,high,hard,right,nogo,right_nogo,
23,primary,low,easy,right,congruent,right_congruent,k
24,primary,high,easy,right,congruent,right_congruent,k
25,primary,low,easy,left,congruent,left_congruent,f
26,primary,high,easy,right,congruent,right_congruent,k
27,primary,low,easy,left,congruent,left_congruent,f
28,primary,high,hard,left,congruent,left_congruent,f
29,primary,high,hard,right,congruent,right_congruent,k
30,primary,low,easy,left,congruent,left_congruent,f
31,primary,high,hard,right,congruent,right_congruent,k
32,primary,low,easy,left,congruent,left_congruent,f
33,primary,low,hard,left,nogo,left_nogo,
34,primary,high,easy,right,congruent,right_congruent,k
35,primary,low,easy,left,congruent,left_congruent,f
36,primary,low,easy,left,nogo,left_nogo,
37,primary,high,hard,left,congruent,left_congruent,f
38,primary,high,easy,right,nogo,right_nogo,
39,primary,high,easy,left,congruent,left_congruent,f
40,primary,low,easy,right,congruent,right_congruent,k
41,primary,low,easy,right,congruent,right_congruent,k
42,primary,high,hard,left,congruent,left_congruent,f
43,primary,low,hard,right,nogo,right_nogo,
44,primary,low,easy,right,congruent,right_congruent,k
45,primary,low,easy,left,congruent,left_congruent,f
46,primary,low,hard,left,congruent,left_congruent,f
47,primary,high,hard,left,congruent,left_congruent,f
48,primary,high,easy,left,congruent,left_congruent,f
49,primary,low,hard,left,congruent,left_congruent,f
50,primary,high,hard,left,congruent,left_congruent,f
51,primary,low,hard,left,nogo,left_nogo,
52,primary,low,hard,left,congruent,left_congruent,f
53,primary,high,hard,left,nogo,left_nogo,
54,primary,low,easy,left,congruent,left_congruent,f
55,primary,high,hard,right,congruent,right_congruent,k
56,primary,high,easy,right,congruent,right_congruent,k
57,primary,low,hard,right,congruent,right_congruent,k
58,primary,low,hard,right,congruent,right_congruent,k
59,primary,low,easy,left,congruent,left_congruent,f
60,primary,low,hard,right,congruent,right_congruent,k
61,primary,low,easy,right,congruent,right_congruent,k
62,primary,low,hard,right,congruent,right_congruent,k
63,primary,low,easy,right,nogo,right_nogo,
64,primary,high,hard,left,congruent,left_congruent,f
65,primary,low,easy,left,nogo,left_nogo,
66,primary,low,hard,right,congruent,right_congruent,k
67,primary,high,hard,right,congruent,right_congruent,k
68,primary,high,hard,right,congruent,right_congruent,k
69,primary,low,hard,right,congruent,right_congruent,k
70,primary,low,easy,left,nogo,left_nogo,
71,primary,high,easy,right,congruent,right_congruent,k
72,primary,low,easy,left,congruent,left_congruent,f
73,primary,high,hard,right,congruent,right_congruent,k
74,primary,high,hard,left,congruent,left_congruent,f
75,primary,high,easy,left,congruent,left_congruent,f
76,primary,low,hard,right,congruent,right_congruent,k
77,primary,low,hard,left,nogo,left_nogo,
78,primary,low,hard,right,congruent,right_congruent,k
79,primary,low,hard,left,congruent,left_congruent,f
80,primary,low,hard,left,congruent,left_congruent,f
81,primary,low,hard,left,nogo,left_nogo,
82,primary,high,easy,left,congruent,left_congruent,f
83,primary,high,easy,right,congruent,right_congruent,k
84,primary,high,hard,left,congruent,left_congruent,f
85,primary,low,hard,left,nogo,left_nogo,
86,primary,high,hard,left,nogo,left_nogo,
87,primary,high,easy,right,congruent,right_congruent,k
88,primary,high,hard,right,congruent,right_congruent,k
89,primary,high,easy,left,congruent,left_congruent,f
90,primary,high,hard,right,congruent,right_congruent,k
91,primary,high,easy,left,nogo,left_nogo,
92,primary,high,hard,right,nogo,right_nogo,
93,primary,low,easy,right,congruent,right_congruent,k
94,primary,high,easy,left,congruent,left_congruent,f
95,primary,low,hard,right,nogo,right_nogo,
96,primary,low,hard,left,congruent,left_congruent,f
97,primary,high,hard,left,congruent,left_congruent,f
98,primary,high,hard,left,nogo,left_nogo,
99,primary,low,hard,right,congruent,right_congruent,k
100,primary,low,hard,right,congruent,right_congruent,k
101,primary,high,hard,right,nogo,right_nogo,
102,primary,high,easy,right,nogo,right_nogo,
103,primary,low,hard,left,congruent,left_congruent,f
104,primary,low,hard,left,congruent,left_congruent,f
105,primary,high,easy,left,congruent,left_congruent,f
106,primary,low,hard,left,congruent,left_congruent,f
107,primary,high,hard,left,nogo,left_nogo,
108,primary,high,hard,left,congruent,left_congruent,f
109,primary,high,hard,right,congruent,right_congruent,k
110,primary,low,easy,left,congruent,left_congruent,f
111,primary,high,hard,right,nogo,right_nogo,
112,primary,high,hard,right,nogo,right_nogo,
113,primary,high,hard,left,nogo,left_nogo,
114,primary,low,hard,right,congruent,right_congruent,k
115,primary,low,easy,right,congruent,right_congruent,k
116,primary,low,hard,right,congruent,right_congruent,k
117,primary,high,hard,left,congruent,left_congruent,f
118,primary,low,hard,left,congruent,left_congruent,f
119,primary,low,easy,left,nogo,left_nogo,
120,primary,high,easy,left,congruent,left_congruent,f
121,primary,high,hard,right,congruent,right_congruent,k
122,primary,high,easy,left,congruent,left_congruent,f
123,primary,low,hard,left,congruent,left_congruent,f
124,primary,high,hard,right,congruent,right_congruent,k
125,primary,high,easy,left,nogo,left_nogo,
126,primary,high,hard,left,nogo,left_nogo,
127,primary,low,hard,left,nogo,left_nogo,
128,primary,high,easy,left,nogo,left_nogo,
129,primary,low,easy,right,congruent,right_congruent,k
130,primary,high,easy,right,congruent,right_congruent,k
131,primary,high,easy,right,congruent,right_congruent,k
132,primary,high,hard,left,congruent,left_congruent,f
133,primary,high,easy,right,congruent,right_congruent,k
134,primary,low,easy,right,congruent,right_congruent,k
135,primary,low,easy,left,nogo,left_nogo,
136,primary,low,hard,left,nogo,left_nogo,
137,primary,low,easy,right,congruent,right_congruent,k
138,primary,low,hard,right,congruent,right_congruent,k
139,primary,high,hard,right,congruent,right_congruent,k
140,primary,low,easy,left,congruent,left_congruent,f
141,primary,high,easy,right,congruent,right_congruent,k
142,primary,high,easy,left,congruent,left_congruent,f
143,primary,high,hard,left,congruent,left_congruent,f
144,primary,low,hard,left,nogo,left_nogo,
145,primary,high,easy,left,congruent,left_congruent,f
146,primary,high,easy,left,nogo,left_nogo,
147,primary,low,easy,left,congruent,left_congruent,f
148,primary,high,hard,left,congruent,left_congruent,f
149,primary,high,hard,right,congruent,right_congruent,k
150,primary,high,hard,right,congruent,right_congruent,k
151,primary,low,easy,left,congruent,left_congruent,f
152,primary,low,hard,left,congruent,left_congruent,f
153,primary,low,easy,left,nogo,left_nogo,
154,primary,high,hard,right,congruent,right_congruent,k
155,primary,low,hard,left,congruent,left_congruent,f
156,primary,low,easy,right,congruent,right_congruent,k
157,primary,low,easy,left,nogo,left_nogo,
158,primary,high,hard,right,congruent,right_congruent,k
159,primary,low,hard,right,nogo,right_nogo,
160,primary,low,hard,right,congruent,right_congruent,k
161,primary,low,easy,right,congruent,right_congruent,k
162,primary,high,hard,right,congruent,right_congruent,k
163,primary,high,hard,left,congruent,left_congruent,f
164,primary,high,hard,right,nogo,right_nogo,
165,primary,low,easy,right,congruent,right_congruent,k
166,primary,low,easy,right,congruent,right_congruent,k
167,primary,high,easy,right,nogo,right_nogo,
168,primary,high,hard,right,congruent,right_congruent,k
169,primary,high,easy,right,congruent,right_congruent,k
