trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,primary,low,hard,right,congruent,right_congruent,k
2,primary,high,hard,right,nogo,right_nogo,
3,primary,high,hard,right,congruent,right_congruent,k
4,primary,low,hard,left,congruent,left_congruent,f
5,primary,low,easy,right,congruent,right_congruent,k
6,primary,high,easy,left,congruent,left_congruent,f
7,primary,high,easy,right,congruent,right_congruent,k
8,primary,low,easy,right,congruent,right_congruent,k
9,primary,high,easy,left,nogo,left_nogo,
10,primary,high,easy,right,congruent,right_congruent,k
11,primary,high,hard,right,congruent,right_congruent,k
12,primary,low,easy,right,congruent,right_congruent,k
1,primary,high,hard,right,congruent,right_congruent,k
2,primary,high,hard,right,congruent,right_congruent,k
3,primary,high,easy,right,nogo,right_nogo,
4,primary,low,hard,left,nogo,left_nogo,
5,primary,high,easy,left,congruent,left_congruent,f
6,primary,low,easy,right,congruent,right_congruent,k
7,primary,low,hard,left,congruent,left_congruent,f
8,primary,high,hard,left,nogo,left_nogo,
9,primary,high,hard,left,nogo,left_nogo,
10,primary,high,hard,left,congruent,left_congruent,f
11,primary,high,hard,right,congruent,right_congruent,k
12,primary,low,easy,right,congruent,right_congruent,k
13,primary,high,easy,right,nogo,right_nogo,
14,primary,low,hard,left,congruent,left_congruent,f
15,primary,low,hard,left,nogo,left_nogo,
16,primary,high,hard,right,congruent,right_congruent,k
17,primary,low,easy,right,congruent,right_congruent,k
18,primary,low,hard,right,nogo,right_nogo,
19,primary,low,easy,right,congruent,right_congruent,k
20,primary,high,easy,right,congruent,right_congruent,k
21,primary,high,easy,right,congruent,right_congruent,k
22,primary,high,easy,right,congruent,right_congruent,k
23,primary,low,easy,left,congruent,left_congruent,f
24,primary,high,hard,left,congruent,left_congruent,f
25,primary,high,easy,left,congruent,left_congruent,f
26,primary,low,easy,left,congruent,left_congruent,f
27,primary,high,easy,left,congruent,left_congruent,f
28,primary,high,hard,right,nogo,right_nogo,
29,primary,high,hard,left,congruent,left_congruent,f
30,primary,high,hard,left,congruent,left_congruent,f
31,primary,low,easy,right,nogo,right_nogo,
32,primary,low,hard,left,congruent,left_congruent,f
33,primary,low,easy,right,congruent,right_congruent,k
34,primary,high,easy,left,congruent,left_congruent,f
35,primary,high,hard,right,congruent,right_congruent,k
36,primary,high,easy,left,nogo,left_nogo,
37,primary,high,hard,left,congruent,left_congruent,f
38,primary,low,hard,right,nogo,right_nogo,
39,primary,high,hard,right,congruent,right_congruent,k
40,primary,low,easy,right,congruent,right_congruent,k
41,primary,low,hard,right,congruent,right_congruent,k
42,primary,high,hard,left,congruent,left_congruent,f
43,primary,low,easy,left,nogo,left_nogo,
44,primary,low,hard,right,nogo,right_nogo,
45,primary,low,easy,right,nogo,right_nogo,
46,primary,high,easy,left,congruent,left_congruent,f
47,primary,low,hard,left,congruent,left_congruent,f
48,primary,high,easy,right,congruent,right_congruent,k
49,primary,high,hard,right,nogo,right_nogo,
50,primary,low,hard,left,congruent,left_congruent,f
51,primary,low,hard,left,nogo,left_nogo,
52,primary,low,easy,left,congruent,left_congruent,f
53,primary,high,hard,right,nogo,right_nogo,
54,primary,high,easy,left,congruent,left_congruent,f
55,primary,high,hard,left,congruent,left_congruent,f
56,primary,low,easy,left,congruent,left_congruent,f
57,primary,low,easy,left,congruent,left_congruent,f
58,primary,high,easy,right,nogo,right_nogo,
59,primary,low,hard,right,congruent,right_congruent,k
60,primary,high,easy,right,nogo,right_nogo,
61,primary,high,hard,right,nogo,right_nogo,
62,primary,low,hard,right,nogo,right_nogo,
63,primary,high,easy,right,congruent,right_congruent,k
64,primary,high,hard,left,congruent,left_congruent,f
65,primary,low,easy,left,congruent,left_congruent,f
66,primary,low,hard,left,congruent,left_congruent,f
67,primary,low,easy,left,congruent,left_congruent,f
68,primary,low,hard,right,congruent,right_congruent,k
69,primary,low,hard,left,congruent,left_congruent,f
70,primary,high,easy,left,nogo,left_nogo,
71,primary,low,easy,left,nogo,left_nogo,
72,primary,low,easy,left,congruent,left_congruent,f
73,primary,high,easy,left,congruent,left_congruent,f
74,primary,low,hard,left,nogo,left_nogo,
75,primary,low,easy,right,congruent,right_congruent,k
76,primary,low,hard,left,congruent,left_congruent,f
77,primary,high,hard,right,congruent,right_congruent,k
78,primary,low,hard,right,congruent,right_congruent,k
79,primary,low,easy,left,congruent,left_congruent,f
80,primary,low,easy,left,congruent,left_congruent,f
81,primary,high,easy,left,nogo,left_nogo,
82,primary,high,hard,right,congruent,right_congruent,k
83,primary,high,easy,right,congruent,right_congruent,k
84,primary,low,hard,left,congruent,left_congruent,f
85,primary,low,hard,right,congruent,right_congruent,k
86,primary,high,hard,left,nogo,left_nogo,
87,primary,low,easy,left,congruent,left_congruent,f
88,primary,low,hard,right,congruent,right_congruent,k
89,primary,low,easy,left,congruent,left_congruent,f
90,primary,high,hard,right,nogo,right_nogo,
91,primary,high,easy,left,nogo,left_nogo,
92,primary,high,easy,right,congruent,right_congruent,k
93,primary,low,hard,left,nogo,left_nogo,
94,primary,low,easy,right,congruent,right_congruent,k
95,primary,low,easy,left,congruent,left_congruent,f
96,primary,low,hard,left,congruent,left_congruent,f
97,primary,low,hard,right,congruent,right_congruent,k
98,primary,low,hard,right,congruent,right_congruent,k
99,primary,low,easy,right,congruent,right_congruent,k
100,primary,high,hard,right,congruent,right_congruent,k
101,primary,low,hard,left,congruent,left_congruent,f
102,primary,low,hard,right,congruent,right_congruent,k
103,primary,low,easy,right,congruent,right_congruent,k
104,primary,high,easy,right,congruent,right_congruent,k
105,primary,high,easy,right,nogo,right_nogo,
106,primary,low,easy,right,congruent,right_congruent,k
107,primary,high,hard,right,nogo,right_nogo,
108,primary,high,hard,left,nogo,left_nogo,
109,primary,high,easy,left,congruent,left_congruent,f
110,primary,high,easy,left,congruent,left_congruent,f
111,primary,high,easy,right,congruent,right_congruent,k
112,primary,high,hard,right,congruent,right_congruent,k
113,primary,high,easy,right,nogo,right_nogo,
114,primary,low,hard,left,congruent,left_congruent,f
115,primary,high,easy,right,congruent,right_congruent,k
116,primary,low,easy,left,nogo,left_nogo,
117,primary,low,hard,right,congruent,right_congruent,k
118,primary,high,easy,right,congruent,right_congruent,k
119,primary,low,easy,right,congruent,right_congruent,k
120,primary,high,hard,left,congruent,left_congruent,f
121,primary,high,easy,left,congruent,left_congruent,f
122,primary,high,easy,left,congruent,left_congruent,f
123,primary,high,hard,left,nogo,left_nogo,
124,primary,high,hard,right,congruent,right_congruent,k
125,primary,low,easy,left,congruent,left_congruent,f
126,primary,low,hard,right,congruent,right_congruent,k
127,primary,high,hard,right,congruent,right_congruent,k
128,primary,high,easy,left,nogo,left_nogo,
129,primary,high,easy,left,congruent,left_congruent,f
130,primary,low,easy,right,nogo,right_nogo,
131,primary,high,hard,right,congruent,right_congruent,k
132,primary,high,hard,left,congruent,left_congruent,f
133,primary,high,hard,right,nogo,right_nogo,
134,primary,high,easy,left,congruent,left_congruent,f
135,primary,low,hard,right,congruent,right_congruent,k
136,primary,low,hard,right,congruent,right_congruent,k
137,primary,high,easy,right,congruent,right_congruent,k
138,primary,high,hard,right,congruent,right_congruent,k
139,primary,high,easy,left,congruent,left_congruent,f
140,primary,low,easy,right,nogo,right_nogo,
141,primary,high,easy,right,congruent,right_congruent,k
142,primary,high,easy,right,nogo,right_nogo,
143,primary,low,hard,right,congruent,right_congruent,k
144,primary,low,hard,left,congruent,left_congruent,f
145,primary,low,hard,left,congruent,left_congruent,f
146,primary,high,hard,right,congruent,right_congruent,k
147,primary,high,easy,left,congruent,left_congruent,f
148,primary,low,hard,left,nogo,left_nogo,
149,primary,high,hard,left,nogo,left_nogo,
150,primary,low,easy,left,congruent,left_congruent,f
151,primary,high,hard,left,nogo,left_nogo,
152,primary,high,hard,left,congruent,left_congruent,f
153,primary,low,easy,right,congruent,right_congruent,k
154,primary,high,hard,left,congruent,left_congruent,f
155,primary,high,easy,right,congruent,right_congruent,k
156,primary,low,hard,left,nogo,left_nogo,
157,primary,low,hard,left,congruent,left_congruent,f
158,primary,low,easy,right,congruent,right_congruent,k
159,primary,high,hard,left,congruent,left_congruent,f
160,primary,high,easy,right,congruent,right_congruent,k
161,primary,low,hard,right,congruent,right_congruent,k
162,primary,low,hard,right,congruent,right_congruent,k
163,primary,low,hard,left,congruent,left_congruent,f
164,primary,low,easy,right,congruent,right_congruent,k
165,primary,high,easy,left,nogo,left_nogo,
166,primary,high,easy,left,congruent,left_congruent,f
167,primary,high,hard,left,congruent,left_congruent,f
168,primary,low,hard,right,congruent,right_congruent,k
169,primary,high,hard,left,congruent,left_congruent,f
