trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,secondary,low,hard,right,congruent,right_congruent,k
2,secondary,high,hard,right,nogo,right_nogo,
3,secondary,high,hard,right,congruent,right_congruent,k
4,secondary,low,hard,left,congruent,left_congruent,f
5,secondary,low,easy,right,congruent,right_congruent,k
6,secondary,high,easy,left,congruent,left_congruent,f
7,secondary,high,easy,right,congruent,right_congruent,k
8,secondary,low,easy,right,congruent,right_congruent,k
9,secondary,high,easy,left,nogo,left_nogo,
10,secondary,high,easy,right,congruent,right_congruent,k
11,secondary,high,hard,right,congruent,right_congruent,k
12,secondary,low,easy,right,congruent,right_congruent,k
1,secondary,high,hard,right,nogo,right_nogo,
2,secondary,low,easy,right,congruent,right_congruent,k
3,secondary,high,easy,right,congruent,right_congruent,k
4,secondary,low,easy,left,congruent,left_congruent,f
5,secondary,low,hard,right,congruent,right_congruent,k
6,secondary,low,easy,right,congruent,right_congruent,k
7,secondary,low,easy,left,nogo,left_nogo,
8,secondary,high,hard,right,congruent,right_congruent,k
9,secondary,low,easy,left,nogo,left_nogo,
10,secondary,low,easy,right,congruent,right_congruent,k
11,secondary,low,hard,left,congruent,left_congruent,f
12,secondary,high,hard,left,nogo,left_nogo,
13,secondary,high,hard,right,nogo,right_nogo,
14,secondary,low,hard,right,congruent,right_congruent,k
15,secondary,low,easy,left,congruent,left_congruent,f
16,secondary,low,hard,left,nogo,left_nogo,
17,secondary,low,hard,right,congruent,right_congruent,k
18,secondary,low,easy,left,congruent,left_congruent,f
19,secondary,low,easy,left,congruent,left_congruent,f
20,secondary,low,easy,left,nogo,left_nogo,
21,secondary,high,easy,right,congruent,right_congruent,k
22,secondary,low,hard,right,congruent,right_congruent,k
23,secondary,high,hard,right,congruent,right_congruent,k
24,secondary,high,easy,right,congruent,right_congruent,k
25,secondary,high,hard,right,congruent,right_congruent,k
26,secondary,low,easy,left,congruent,left_congruent,f
27,secondary,high,easy,right,congruent,right_congruent,k
28,secondary,low,hard,left,congruent,left_congruent,f
29,secondary,high,hard,right,congruent,right_congruent,k
30,secondary,low,easy,right,congruent,right_congruent,k
31,secondary,low,hard,right,congruent,right_congruent,k
32,secondary,high,hard,right,congruent,right_congruent,k
33,secondary,low,easy,right,nogo,right_nogo,
34,secondary,low,easy,left,congruent,left_congruent,f
35,secondary,high,hard,left,nogo,left_nogo,
36,secondary,low,easy,left,congruent,left_congruent,f
37,secondary,low,hard,left,nogo,left_nogo,
38,secondary,low,hard,right,congruent,right_congruent,k
39,secondary,high,easy,left,congruent,left_congruent,f
40,secondary,high,easy,right,congruent,right_congruent,k
41,secondary,high,easy,left,congruent,left_congruent,f
42,secondary,high,hard,left,congruent,left_congruent,f
43,secondary,low,easy,left,congruent,left_congruent,f
44,secondary,high,easy,right,nogo,right_nogo,
45,secondary,high,hard,left,congruent,left_congruent,f
46,secondary,high,hard,right,congruent,right_congruent,k
47,secondary,high,easy,right,congruent,right_congruent,k
48,secondary,high,hard,left,congruent,left_congruent,f
49,secondary,low,hard,right,congruent,right_congruent,k
50,secondary,high,easy,right,congruent,right_congruent,k
51,secondary,high,easy,left,congruent,left_congruent,f
52,secondary,high,easy,left,nogo,left_nogo,
53,secondary,low,easy,left,congruent,left_congruent,f
54,secondary,low,easy,left,congruent,left_congruent,f
55,secondary,high,easy,right,congruent,right_congruent,k
56,secondary,low,easy,right,congruent,right_congruent,k
57,secondary,high,hard,left,congruent,left_congruent,f
58,secondary,high,hard,left,congruent,left_congruent,f
59,secondary,low,easy,left,congruent,left_congruent,f
60,secondary,low,hard,left,congruent,left_congruent,f
61,secondary,high,hard,left,nogo,left_nogo,
62,secondary,low,easy,right,nogo,right_nogo,
63,secondary,high,easy,left,nogo,left_nogo,
64,secondary,low,hard,right,congruent,right_congruent,k
65,secondary,low,easy,right,nogo,right_nogo,
66,secondary,low,hard,left,nogo,left_nogo,
67,secondary,high,hard,left,congruent,left_congruent,f
68,secondary,high,easy,left,congruent,left_congruent,f
69,secondary,low,easy,right,congruent,right_congruent,k
70,secondary,low,hard,right,congruent,right_congruent,k
71,secondary,high,hard,left,congruent,left_congruent,f
72,secondary,low,hard,left,congruent,left_congruent,f
73,secondary,low,easy,right,congruent,right_congruent,k
74,secondary,high,easy,right,congruent,right_congruent,k
75,secondary,low,easy,left,congruent,left_congruent,f
76,secondary,low,hard,left,congruent,left_congruent,f
77,secondary,high,hard,left,congruent,left_congruent,f
78,secondary,high,easy,left,nogo,left_nogo,
79,secondary,low,easy,right,congruent,right_congruent,k
80,secondary,high,hard,right,congruent,right_congruent,k
81,secondary,low,hard,right,congruent,right_congruent,k
82,secondary,high,easy,right,congruent,right_congruent,k
83,secondary,high,hard,left,congruent,left_congruent,f
84,secondary,low,hard,left,congruent,left_congruent,f
85,secondary,high,easy,left,congruent,left_congruent,f
86,secondary,high,hard,right,congruent,right_congruent,k
87,secondary,low,easy,right,congruent,right_congruent,k
88,secondary,low,hard,right,nogo,right_nogo,
89,secondary,low,hard,left,congruent,left_congruent,f
90,secondary,high,easy,right,congruent,right_congruent,k
91,secondary,high,hard,left,congruent,left_congruent,f
92,secondary,low,hard,left,nogo,left_nogo,
93,secondary,low,hard,right,congruent,right_congruent,k
94,secondary,high,easy,right,congruent,right_congruent,k
95,secondary,high,hard,right,congruent,right_congruent,k
96,secondary,high,hard,left,congruent,left_congruent,f
97,secondary,low,easy,left,nogo,left_nogo,
98,secondary,high,hard,right,congruent,right_congruent,k
99,secondary,low,hard,right,congruent,right_congruent,k
100,secondary,low,easy,left,nogo,left_nogo,
101,secondary,low,easy,right,congruent,right_congruent,k
102,secondary,low,easy,right,congruent,right_congruent,k
103,secondary,low,hard,left,congruent,left_congruent,f
104,secondary,high,easy,left,congruent,left_congruent,f
105,secondary,low,hard,right,congruent,right_congruent,k
106,secondary,high,easy,right,congruent,right_congruent,k
107,secondary,low,easy,left,nogo,left_nogo,
108,secondary,high,easy,left,congruent,left_congruent,f
109,secondary,low,hard,left,congruent,left_congruent,f
110,secondary,high,easy,left,congruent,left_congruent,f
111,secondary,low,easy,right,congruent,right_congruent,k
112,secondary,high,hard,left,congruent,left_congruent,f
113,secondary,high,hard,right,congruent,right_congruent,k
114,secondary,low,hard,left,congruent,left_congruent,f
115,secondary,low,easy,left,congruent,left_congruent,f
116,secondary,high,easy,right,nogo,right_nogo,
117,secondary,low,easy,left,congruent,left_congruent,f
118,secondary,low,easy,right,congruent,right_congruent,k
119,secondary,high,easy,left,nogo,left_nogo,
120,secondary,high,hard,right,congruent,right_congruent,k
121,secondary,low,easy,right,congruent,right_congruent,k
122,secondary,high,hard,left,congruent,left_congruent,f
123,secondary,high,hard,left,congruent,left_congruent,f
124,secondary,low,easy,right,nogo,right_nogo,
125,secondary,high,hard,right,nogo,right_nogo,
126,secondary,low,hard,left,congruent,left_congruent,f
127,secondary,high,hard,right,congruent,right_congruent,k
128,secondary,high,easy,left,congruent,left_congruent,f
129,secondary,low,easy,left,nogo,left_nogo,
130,secondary,low,hard,right,congruent,right_congruent,k
131,secondary,high,easy,right,congruent,right_congruent,k
132,secondary,high,easy,left,nogo,left_nogo,
133,secondary,high,easy,left,congruent,left_congruent,f
134,secondary,low,hard,right,congruent,right_congruent,k
135,secondary,high,easy,right,nogo,right_nogo,
136,secondary,low,hard,right,congruent,right_congruent,k
137,secondary,high,hard,right,nogo,right_nogo,
138,secondary,high,easy,left,congruent,left_congruent,f
139,secondary,low,hard,left,nogo,left_nogo,
140,secondary,high,easy,right,nogo,right_nogo,
141,secondary,low,hard,left,congruent,left_congruent,f
142,secondary,high,hard,left,nogo,left_nogo,
143,secondary,low,hard,left,congruent,left_congruent,f
144,secondary,low,easy,right,congruent,right_congruent,k
145,secondary,high,hard,left,nogo,left_nogo,
146,secondary,high,easy,left,congruent,left_congruent,f
147,secondary,high,hard,left,congruent,left_congruent,f
148,secondary,high,hard,right,nogo,right_nogo,
149,secondary,high,hard,left,nogo,left_nogo,
150,secondary,low,easy,right,congruent,right_congruent,k
151,secondary,high,easy,left,congruent,left_congruent,f
152,secondary,high,easy,right,congruent,right_congruent,k
153,secondary,low,hard,right,nogo,right_nogo,
154,secondary,low,easy,right,nogo,right_nogo,
155,secondary,low,easy,right,nogo,right_nogo,
156,secondary,high,hard,right,congruent,right_congruent,k
157,secondary,low,easy,left,congruent,left_congruent,f
158,secondary,low,hard,right,congruent,right_congruent,k
159,secondary,low,easy,left,nogo,left_nogo,
160,secondary,high,hard,left,congruent,left_congruent,f
161,secondary,low,hard,right,congruent,right_congruent,k
162,secondary,low,easy,left,congruent,left_congruent,f
163,secondary,high,hard,left,nogo,left_nogo,
164,secondary,high,easy,right,congruent,right_congruent,k
165,secondary,high,easy,left,nogo,left_nogo,
166,secondary,high,easy,left,congruent,left_congruent,f
167,secondary,low,easy,right,congruent,right_congruent,k
168,secondary,high,easy,left,nogo,left_nogo,
169,secondary,high,easy,right,congruent,right_congruent,k
170,secondary,high,hard,left,congruent,left_congruent,f
171,secondary,high,hard,left,congruent,left_congruent,f
172,secondary,high,hard,right,congruent,right_congruent,k
173,secondary,high,easy,left,congruent,left_congruent,f
174,secondary,low,hard,left,congruent,left_congruent,f
175,secondary,high,easy,right,congruent,right_congruent,k
176,secondary,low,easy,left,congruent,left_congruent,f
177,secondary,high,hard,right,congruent,right_congruent,k
178,secondary,low,easy,right,congruent,right_congruent,k
179,secondary,low,easy,left,congruent,left_congruent,f
180,secondary,low,easy,right,congruent,right_congruent,k
181,secondary,low,easy,right,congruent,right_congruent,k
182,secondary,low,easy,left,nogo,left_nogo,
183,secondary,low,easy,right,nogo,right_nogo,
184,secondary,high,hard,left,congruent,left_congruent,f
185,secondary,high,hard,left,nogo,left_nogo,
186,secondary,low,easy,left,congruent,left_congruent,f
187,secondary,high,hard,right,congruent,right_congruent,k
188,secondary,low,hard,left,congruent,left_congruent,f
189,secondary,high,easy,left,nogo,left_nogo,
190,secondary,low,hard,left,congruent,left_congruent,f
191,secondary,high,hard,left,congruent,left_congruent,f
192,secondary,low,hard,left,nogo,left_nogo,
193,secondary,low,easy,left,congruent,left_congruent,f
194,secondary,high,hard,left,congruent,left_congruent,f
195,secondary,high,easy,left,congruent,left_congruent,f
196,secondary,low,hard,right,nogo,right_nogo,
197,secondary,low,hard,left,congruent,left_congruent,f
198,secondary,high,hard,right,congruent,right_congruent,k
199,secondary,low,easy,right,congruent,right_congruent,k
200,secondary,low,hard,right,congruent,right_congruent,k
201,secondary,high,hard,right,congruent,right_congruent,k
202,secondary,low,hard,right,nogo,right_nogo,
203,secondary,high,easy,left,congruent,left_congruent,f
204,secondary,low,hard,right,congruent,right_congruent,k
205,secondary,low,hard,left,congruent,left_congruent,f
206,secondary,high,easy,left,nogo,left_nogo,
207,secondary,low,hard,left,congruent,left_congruent,f
208,secondary,high,easy,right,congruent,right_congruent,k
209,secondary,high,easy,left,congruent,left_congruent,f
210,secondary,low,hard,right,nogo,right_nogo,
211,secondary,low,hard,right,congruent,right_congruent,k
212,secondary,high,easy,right,nogo,right_nogo,
213,secondary,high,easy,right,congruent,right_congruent,k
214,secondary,low,easy,left,congruent,left_congruent,f
215,secondary,low,easy,left,congruent,left_congruent,f
216,secondary,high,easy,right,congruent,right_congruent,k
217,secondary,low,hard,left,nogo,left_nogo,
218,secondary,low,hard,left,nogo,left_nogo,
219,secondary,low,hard,right,congruent,right_congruent,k
220,secondary,low,easy,right,nogo,right_nogo,
221,secondary,high,easy,right,congruent,right_congruent,k
222,secondary,low,easy,right,congruent,right_congruent,k
223,secondary,high,hard,right,nogo,right_nogo,
224,secondary,high,hard,right,congruent,right_congruent,k
225,secondary,high,easy,left,congruent,left_congruent,f
226,secondary,high,hard,right,congruent,right_congruent,k
227,secondary,high,hard,right,congruent,right_congruent,k
228,secondary,low,hard,right,congruent,right_congruent,k
229,secondary,low,easy,left,congruent,left_congruent,f
230,secondary,low,hard,left,congruent,left_congruent,f
