trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,primary,low,hard,right,congruent,right_congruent,k
2,primary,high,hard,right,nogo,right_nogo,
3,primary,high,hard,right,congruent,right_congruent,k
4,primary,low,hard,left,congruent,left_congruent,f
5,primary,low,easy,right,congruent,right_congruent,k
6,primary,high,easy,left,congruent,left_congruent,f
7,primary,high,easy,right,congruent,right_congruent,k
8,primary,low,easy,right,congruent,right_congruent,k
9,primary,high,easy,left,nogo,left_nogo,
10,primary,high,easy,right,congruent,right_congruent,k
11,primary,high,hard,right,congruent,right_congruent,k
12,primary,low,easy,right,congruent,right_congruent,k
1,primary,high,hard,left,nogo,left_nogo,
2,primary,high,hard,right,congruent,right_congruent,k
3,primary,low,easy,right,nogo,right_nogo,
4,primary,high,easy,right,congruent,right_congruent,k
5,primary,high,easy,left,nogo,left_nogo,
6,primary,low,easy,left,congruent,left_congruent,f
7,primary,high,easy,right,nogo,right_nogo,
8,primary,high,easy,right,congruent,right_congruent,k
9,primary,low,easy,right,congruent,right_congruent,k
10,primary,low,easy,right,nogo,right_nogo,
11,primary,low,hard,right,congruent,right_congruent,k
12,primary,high,hard,left,congruent,left_congruent,f
13,primary,high,easy,right,congruent,right_congruent,k
14,primary,low,hard,right,nogo,right_nogo,
15,primary,high,hard,left,nogo,left_nogo,
16,primary,low,easy,left,congruent,left_congruent,f
17,primary,high,hard,left,nogo,left_nogo,
18,primary,low,hard,right,congruent,right_congruent,k
19,primary,low,hard,left,congruent,left_congruent,f
20,primary,low,hard,right,nogo,right_nogo,
21,primary,low,easy,left,congruent,left_congruent,f
22,primary,high,hard,left,nogo,left_nogo,
23,primary,low,hard,right,congruent,right_congruent,k
24,primary,high,easy,right,nogo,right_nogo,
25,primary,low,hard,left,congruent,left_congruent,f
26,primary,low,easy,left,nogo,left_nogo,
27,primary,low,hard,left,congruent,left_congruent,f
28,primary,low,easy,right,congruent,right_congruent,k
29,primary,high,hard,left,congruent,left_congruent,f
30,primary,high,easy,left,congruent,left_congruent,f
31,primary,high,easy,right,congruent,right_congruent,k
32,primary,high,easy,left,nogo,left_nogo,
33,primary,low,hard,right,congruent,right_congruent,k
34,primary,low,hard,left,congruent,left_congruent,f
35,primary,high,easy,right,congruent,right_congruent,k
36,primary,low,hard,left,congruent,left_congruent,f
37,primary,low,easy,left,nogo,left_nogo,
38,primary,high,easy,left,congruent,left_congruent,f
39,primary,high,hard,left,nogo,left_nogo,
40,primary,low,hard,right,congruent,right_congruent,k
41,primary,high,hard,left,congruent,left_congruent,f
42,primary,low,hard,left,nogo,left_nogo,
43,primary,low,easy,left,congruent,left_congruent,f
44,primary,low,hard,left,congruent,left_congruent,f
45,primary,high,easy,left,congruent,left_congruent,f
46,primary,low,easy,left,congruent,left_congruent,f
47,primary,high,hard,left,congruent,left_congruent,f
48,primary,high,hard,left,congruent,left_congruent,f
49,primary,low,hard,right,nogo,right_nogo,
50,primary,high,hard,right,congruent,right_congruent,k
51,primary,low,easy,left,congruent,left_congruent,f
52,primary,high,easy,right,nogo,right_nogo,
53,primary,high,easy,right,congruent,right_congruent,k
54,primary,high,hard,left,congruent,left_congruent,f
55,primary,low,easy,right,congruent,right_congruent,k
56,primary,low,hard,right,nogo,right_nogo,
57,primary,low,easy,right,congruent,right_congruent,k
58,primary,high,hard,right,nogo,right_nogo,
59,primary,low,hard,left,nogo,left_nogo,
60,primary,low,easy,right,congruent,right_congruent,k
61,primary,low,hard,right,congruent,right_congruent,k
62,primary,low,hard,right,congruent,right_congruent,k
63,primary,high,hard,right,nogo,right_nogo,
64,primary,high,hard,left,congruent,left_congruent,f
65,primary,high,hard,left,congruent,left_congruent,f
66,primary,low,easy,right,congruent,right_congruent,k
67,primary,high,hard,left,congruent,left_congruent,f
68,primary,high,easy,left,nogo,left_nogo,
69,primary,low,hard,right,congruent,right_congruent,k
70,primary,low,hard,left,nogo,left_nogo,
71,primary,low,hard,right,nogo,right_nogo,
72,primary,low,hard,right,congruent,right_congruent,k
73,primary,high,easy,right,congruent,right_congruent,k
74,primary,high,hard,left,congruent,left_congruent,f
75,primary,high,easy,right,nogo,right_nogo,
76,primary,low,hard,right,congruent,right_congruent,k
77,primary,high,hard,left,congruent,left_congruent,f
78,primary,low,easy,right,congruent,right_congruent,k
79,primary,high,easy,right,congruent,right_congruent,k
80,primary,high,hard,left,congruent,left_congruent,f
81,primary,high,hard,left,nogo,left_nogo,
82,primary,low,hard,right,congruent,right_congruent,k
83,primary,low,hard,right,congruent,right_congruent,k
84,primary,high,hard,right,congruent,right_congruent,k
85,primary,high,hard,right,nogo,right_nogo,
86,primary,low,easy,left,congruent,left_congruent,f
87,primary,high,easy,left,nogo,left_nogo,
88,primary,low,hard,left,congruent,left_congruent,f
89,primary,low,easy,left,congruent,left_congruent,f
90,primary,high,hard,right,congruent,right_congruent,k
91,primary,low,hard,left,nogo,left_nogo,
92,primary,high,hard,right,congruent,right_congruent,k
93,primary,low,easy,right,nogo,right_nogo,
94,primary,high,easy,right,congruent,right_congruent,k
95,primary,low,hard,left,nogo,left_nogo,
96,primary,high,hard,right,congruent,right_congruent,k
97,primary,low,easy,left,nogo,left_nogo,
98,primary,high,easy,left,congruent,left_congruent,f
99,primary,high,easy,left,nogo,left_nogo,
100,primary,high,easy,right,congruent,right_congruent,k
101,primary,high,easy,right,congruent,right_congruent,k
102,primary,low,hard,right,congruent,right_congruent,k
103,primary,high,easy,left,congruent,left_congruent,f
104,primary,high,hard,left,congruent,left_congruent,f
105,primary,high,hard,right,congruent,right_congruent,k
106,primary,high,easy,right,congruent,right_congruent,k
107,primary,low,hard,right,congruent,right_congruent,k
108,primary,low,easy,left,nogo,left_nogo,
109,primary,low,hard,right,congruent,right_congruent,k
110,primary,low,easy,right,congruent,right_congruent,k
111,primary,low,hard,right,congruent,right_congruent,k
112,primary,low,easy,left,congruent,left_congruent,f
113,primary,low,hard,left,congruent,left_congruent,f
114,primary,low,hard,left,congruent,left_congruent,f
115,primary,low,hard,left,nogo,left_nogo,
116,primary,low,easy,right,congruent,right_congruent,k
117,primary,low,hard,left,congruent,left_congruent,f
118,primary,low,hard,right,congruent,right_congruent,k
119,primary,low,easy,left,congruent,left_congruent,f
120,primary,high,hard,right,congruent,right_congruent,k
121,primary,low,hard,left,congruent,left_congruent,f
122,primary,high,easy,left,congruent,left_congruent,f
123,primary,low,hard,right,nogo,right_nogo,
124,primary,high,hard,right,congruent,right_congruent,k
125,primary,low,easy,right,nogo,right_nogo,
126,primary,low,hard,right,congruent,right_congruent,k
127,primary,high,hard,right,congruent,right_congruent,k
128,primary,low,easy,left,congruent,left_congruent,f
129,primary,low,hard,left,congruent,left_congruent,f
130,primary,high,easy,left,nogo,left_nogo,
131,primary,high,hard,left,congruent,left_congruent,f
132,primary,high,easy,right,congruent,right_congruent,k
133,primary,high,easy,right,nogo,right_nogo,
134,primary,high,hard,left,congruent,left_congruent,f
135,primary,high,easy,left,congruent,left_congruent,f
136,primary,high,easy,left,congruent,left_congruent,f
137,primary,high,hard,right,congruent,right_congruent,k
138,primary,high,hard,right,congruent,right_congruent,k
139,primary,high,easy,right,congruent,right_congruent,k
140,primary,low,hard,left,congruent,left_congruent,f
141,primary,low,easy,left,congruent,left_congruent,f
142,primary,high,hard,left,congruent,left_congruent,f
143,primary,high,hard,right,congruent,right_congruent,k
144,primary,high,easy,right,congruent,right_congruent,k
145,primary,high,hard,left,congruent,left_congruent,f
146,primary,low,hard,right,congruent,right_congruent,k
147,primary,low,hard,left,congruent,left_congruent,f
148,primary,high,easy,right,congruent,right_congruent,k
149,primary,low,hard,right,nogo,right_nogo,
150,primary,high,easy,left,congruent,left_congruent,f
151,primary,high,easy,left,congruent,left_congruent,f
152,primary,high,easy,right,nogo,right_nogo,
153,primary,high,hard,right,nogo,right_nogo,
154,primary,low,easy,right,congruent,right_congruent,k
155,primary,low,hard,left,congruent,left_congruent,f
156,primary,high,hard,left,nogo,left_nogo,
157,primary,low,easy,left,congruent,left_congruent,f
158,primary,high,hard,right,congruent,right_congruent,k
159,primary,low,easy,right,nogo,right_nogo,
160,primary,high,hard,left,congruent,left_congruent,f
161,primary,high,easy,left,congruent,left_congruent,f
162,primary,high,hard,right,nogo,right_nogo,
163,primary,high,easy,left,congruent,left_congruent,f
164,primary,low,hard,right,congruent,right_congruent,k
165,primary,low,hard,left,congruent,left_congruent,f
166,primary,low,easy,right,congruent,right_congruent,k
167,primary,low,easy,left,congruent,left_congruent,f
168,primary,high,hard,left,congruent,left_congruent,f
169,primary,low,easy,left,congruent,left_congruent,f
