trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,primary,low,hard,right,congruent,right_congruent,k
2,primary,high,hard,right,nogo,right_nogo,
3,primary,high,hard,right,congruent,right_congruent,k
4,primary,low,hard,left,congruent,left_congruent,f
5,primary,low,easy,right,congruent,right_congruent,k
6,primary,high,easy,left,congruent,left_congruent,f
7,primary,high,easy,right,congruent,right_congruent,k
8,primary,low,easy,right,congruent,right_congruent,k
9,primary,high,easy,left,nogo,left_nogo,
10,primary,high,easy,right,congruent,right_congruent,k
11,primary,high,hard,right,congruent,right_congruent,k
12,primary,low,easy,right,congruent,right_congruent,k
1,primary,high,hard,right,nogo,right_nogo,
2,primary,low,easy,left,congruent,left_congruent,f
3,primary,low,easy,left,nogo,left_nogo,
4,primary,low,hard,right,congruent,right_congruent,k
5,primary,high,hard,right,congruent,right_congruent,k
6,primary,low,easy,right,congruent,right_congruent,k
7,primary,low,easy,left,congruent,left_congruent,f
8,primary,high,easy,right,nogo,right_nogo,
9,primary,low,easy,left,congruent,left_congruent,f
10,primary,low,easy,right,congruent,right_congruent,k
11,primary,high,easy,right,congruent,right_congruent,k
12,primary,low,hard,left,congruent,left_congruent,f
13,primary,low,easy,right,congruent,right_congruent,k
14,primary,low,easy,left,congruent,left_congruent,f
15,primary,low,easy,left,nogo,left_nogo,
16,primary,high,hard,left,congruent,left_congruent,f
17,primary,high,easy,left,nogo,left_nogo,
18,primary,high,hard,right,congruent,right_congruent,k
19,primary,high,easy,left,nogo,left_nogo,
20,primary,high,easy,left,nogo,left_nogo,
21,primary,high,hard,left,congruent,left_congruent,f
22,primary,low,easy,left,congruent,left_congruent,f
23,primary,high,hard,left,nogo,left_nogo,
24,primary,high,easy,right,nogo,right_nogo,
25,primary,high,hard,left,congruent,left_congruent,f
26,primary,high,hard,left,nogo,left_nogo,
27,primary,high,hard,right,congruent,right_congruent,k
28,primary,low,easy,right,congruent,right_congruent,k
29,primary,low,hard,right,nogo,right_nogo,
30,primary,high,easy,left,congruent,left_congruent,f
31,primary,high,hard,left,congruent,left_congruent,f
32,primary,low,hard,left,congruent,left_congruent,f
33,primary,high,easy,left,congruent,left_congruent,f
34,primary,high,easy,right,congruent,right_congruent,k
35,primary,low,hard,right,congruent,right_congruent,k
36,primary,high,easy,left,nogo,left_nogo,
37,primary,low,hard,right,congruent,right_congruent,k
38,primary,low,easy,right,nogo,right_nogo,
39,primary,high,easy,right,congruent,right_congruent,k
40,primary,high,easy,left,congruent,left_congruent,f
41,primary,low,easy,left,congruent,left_congruent,f
42,primary,low,easy,right,nogo,right_nogo,
43,primary,low,hard,left,congruent,left_congruent,f
44,primary,high,hard,left,nogo,left_nogo,
45,primary,high,easy,left,nogo,left_nogo,
46,primary,high,easy,right,congruent,right_congruent,k
47,primary,high,hard,right,congruent,right_congruent,k
48,primary,high,easy,right,congruent,right_congruent,k
49,primary,low,hard,right,congruent,right_congruent,k
50,primary,high,hard,right,congruent,right_congruent,k
51,primary,high,easy,left,congruent,left_congruent,f
52,primary,low,hard,left,nogo,left_nogo,
53,primary,high,hard,left,congruent,left_congruent,f
54,primary,high,easy,right,congruent,right_congruent,k
55,primary,high,hard,right,congruent,right_congruent,k
56,primary,high,hard,left,congruent,left_congruent,f
57,primary,high,easy,right,nogo,right_nogo,
58,primary,low,easy,left,congruent,left_congruent,f
59,primary,low,hard,right,congruent,right_congruent,k
60,primary,high,hard,left,nogo,left_nogo,
61,primary,low,easy,right,congruent,right_congruent,k
62,primary,high,hard,right,congruent,right_congruent,k
63,primary,high,easy,right,nogo,right_nogo,
64,primary,high,easy,right,congruent,right_congruent,k
65,primary,low,hard,left,congruent,left_congruent,f
66,primary,high,easy,left,congruent,left_congruent,f
67,primary,low,hard,right,nogo,right_nogo,
68,primary,high,easy,left,congruent,left_congruent,f
69,primary,low,easy,right,congruent,right_congruent,k
70,primary,low,hard,left,nogo,left_nogo,
71,primary,low,easy,left,nogo,left_nogo,
72,primary,high,hard,right,congruent,right_congruent,k
73,primary,low,easy,right,congruent,right_congruent,k
74,primary,low,easy,left,congruent,left_congruent,f
75,primary,low,easy,left,nogo,left_nogo,
76,primary,high,easy,right,congruent,right_congruent,k
77,primary,high,easy,right,congruent,right_congruent,k
78,primary,high,hard,right,congruent,right_congruent,k
79,primary,low,easy,left,congruent,left_congruent,f
80,primary,low,easy,left,congruent,left_congruent,f
81,primary,high,easy,left,congruent,left_congruent,f
82,primary,low,hard,left,congruent,left_congruent,f
83,primary,high,hard,left,congruent,left_congruent,f
84,primary,high,easy,left,congruent,left_congruent,f
85,primary,high,hard,right,nogo,right_nogo,
86,primary,low,easy,right,congruent,right_congruent,k
87,primary,high,hard,left,nogo,left_nogo,
88,primary,high,hard,right,congruent,right_congruent,k
89,primary,high,hard,left,congruent,left_congruent,f
90,primary,high,hard,left,congruent,left_congruent,f
91,primary,low,hard,left,congruent,left_congruent,f
92,primary,low,hard,left,congruent,left_congruent,f
93,primary,high,hard,right,nogo,right_nogo,
94,primary,low,easy,right,nogo,right_nogo,
95,primary,low,easy,right,nogo,right_nogo,
96,primary,high,hard,right,congruent,right_congruent,k
97,primary,low,easy,left,congruent,left_congruent,f
98,primary,low,easy,left,congruent,left_congruent,f
99,primary,low,easy,left,nogo,left_nogo,
100,primary,low,hard,right,nogo,right_nogo,
101,primary,high,easy,right,congruent,right_congruent,k
102,primary,high,hard,left,congruent,left_congruent,f
103,primary,high,hard,left,congruent,left_congruent,f
104,primary,low,hard,right,nogo,right_nogo,
105,primary,low,easy,right,congruent,right_congruent,k
106,primary,high,easy,right,congruent,right_congruent,k
107,primary,low,easy,left,congruent,left_congruent,f
108,primary,low,easy,right,congruent,right_congruent,k
109,primary,low,easy,right,congruent,right_congruent,k
110,primary,low,hard,right,congruent,right_congruent,k
111,primary,low,hard,right,congruent,right_congruent,k
112,primary,high,easy,left,congruent,left_congruent,f
113,primary,high,hard,left,congruent,left_congruent,f
114,primary,low,easy,right,congruent,right_congruent,k
115,primary,low,easy,right,congruent,right_congruent,k
116,primary,low,hard,left,nogo,left_nogo,
117,primary,high,hard,left,congruent,left_congruent,f
118,primary,low,easy,left,congruent,left_congruent,f
119,primary,low,hard,left,congruent,left_congruent,f
120,primary,low,easy,right,congruent,right_congruent,k
121,primary,low,hard,right,nogo,right_nogo,
122,primary,low,easy,left,congruent,left_congruent,f
123,primary,low,hard,left,nogo,left_nogo,
124,primary,low,easy,left,congruent,left_congruent,f
125,primary,low,easy,right,congruent,right_congruent,k
126,primary,high,hard,right,congruent,right_congruent,k
127,primary,low,easy,left,congruent,left_congruent,f
128,primary,high,easy,left,congruent,left_congruent,f
129,primary,high,hard,left,nogo,left_nogo,
130,primary,high,easy,right,nogo,right_nogo,
131,primary,low,hard,right,congruent,right_congruent,k
132,primary,low,easy,left,congruent,left_congruent,f
133,primary,high,hard,left,congruent,left_congruent,f
134,primary,high,easy,right,congruent,right_congruent,k
135,primary,low,hard,left,congruent,left_congruent,f
136,primary,low,hard,right,nogo,right_nogo,
137,primary,low,easy,right,nogo,right_nogo,
138,primary,low,hard,left,congruent,left_congruent,f
139,primary,high,easy,left,congruent,left_congruent,f
140,primary,high,hard,left,congruent,left_congruent,f
141,primary,low,hard,left,congruent,left_congruent,f
142,primary,low,hard,left,nogo,left_nogo,
143,primary,high,easy,left,nogo,left_nogo,
144,primary,low,easy,right,congruent,right_congruent,k
145,primary,low,hard,left,congruent,left_congruent,f
146,primary,high,hard,left,congruent,left_congruent,f
147,primary,high,easy,right,nogo,right_nogo,
148,primary,high,easy,left,congruent,left_congruent,f
149,primary,low,easy,left,nogo,left_nogo,
150,primary,low,hard,left,congruent,left_congruent,f
151,primary,low,easy,right,nogo,right_nogo,
152,primary,high,hard,left,congruent,left_congruent,f
153,primary,low,hard,right,congruent,right_congruent,k
154,primary,low,easy,left,congruent,left_congruent,f
155,primary,high,hard,right,congruent,right_congruent,k
156,primary,high,easy,left,congruent,left_congruent,f
157,primary,low,hard,right,congruent,right_congruent,k
158,primary,low,hard,left,congruent,left_congruent,f
159,primary,low,hard,left,nogo,left_nogo,
160,primary,low,easy,right,nogo,right_nogo,
161,primary,high,hard,left,nogo,left_nogo,
162,primary,low,hard,right,nogo,right_nogo,
163,primary,low,hard,left,congruent,left_congruent,f
164,primary,high,easy,left,congruent,left_congruent,f
165,primary,high,easy,right,congruent,right_congruent,k
166,primary,low,hard,right,congruent,right_congruent,k
167,primary,high,hard,right,congruent,right_congruent,k
168,primary,high,hard,right,nogo,right_nogo,
169,primary,low,hard,left,congruent,left_congruent,f
