trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,primary,high,easy,right,nogo,right_nogo,
2,primary,low,hard,left,congruent,left_congruent,f
3,primary,low,easy,left,congruent,left_congruent,f
4,primary,low,easy,right,congruent,right_congruent,k
5,primary,high,hard,left,nogo,left_nogo,
6,primary,low,hard,left,congruent,left_congruent,f
7,primary,low,easy,left,congruent,left_congruent,f
8,primary,high,hard,right,congruent,right_congruent,k
9,primary,high,easy,right,congruent,right_congruent,k
10,primary,high,hard,left,congruent,left_congruent,f
11,primary,low,hard,left,congruent,left_congruent,f
12,primary,low,easy,right,congruent,right_congruent,k
13,primary,high,hard,right,congruent,right_congruent,k
14,primary,high,hard,left,nogo,left_nogo,
15,primary,high,easy,right,congruent,right_congruent,k
16,primary,high,easy,left,nogo,left_nogo,
17,primary,low,hard,right,congruent,right_congruent,k
18,primary,high,hard,right,nogo,right_nogo,
19,primary,high,easy,right,nogo,right_nogo,
20,primary,high,hard,right,nogo,right_nogo,
21,primary,high,easy,right,congruent,right_congruent,k
22,primary,low,easy,left,congruent,left_congruent,f
23,primary,low,hard,right,congruent,right_congruent,k
24,primary,high,hard,left,nogo,left_nogo,
25,primary,low,hard,left,nogo,left_nogo,
26,primary,low,easy,right,congruent,right_congruent,k
27,primary,low,hard,right,nogo,right_nogo,
28,primary,low,easy,left,nogo,left_nogo,
29,primary,low,easy,right,nogo,right_nogo,
30,primary,high,hard,left,nogo,left_nogo,
31,primary,low,hard,right,congruent,right_congruent,k
32,primary,low,easy,left,nogo,left_nogo,
33,primary,high,hard,left,congruent,left_congruent,f
34,primary,low,hard,left,nogo,left_nogo,
35,primary,low,easy,right,congruent,right_congruent,k
36,primary,low,hard,right,congruent,right_congruent,k
37,primary,high,easy,left,congruent,left_congruent,f
38,primary,low,easy,right,congruent,right_congruent,k
39,primary,high,easy,left,congruent,left_congruent,f
40,primary,high,hard,left,congruent,left_congruent,f
41,primary,high,easy,left,nogo,left_nogo,
42,primary,low,easy,right,nogo,right_nogo,
43,primary,high,hard,right,congruent,right_congruent,k
44,primary,high,hard,left,congruent,left_congruent,f
45,primary,low,hard,right,congruent,right_congruent,k
