trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,secondary,high,hard,right,congruent,right_congruent,k
2,secondary,high,easy,left,congruent,left_congruent,f
3,secondary,low,hard,left,congruent,left_congruent,f
4,secondary,low,easy,left,congruent,left_congruent,f
5,secondary,low,easy,left,congruent,left_congruent,f
6,secondary,low,easy,right,congruent,right_congruent,k
7,secondary,high,easy,left,congruent,left_congruent,f
8,secondary,low,hard,right,congruent,right_congruent,k
9,secondary,low,easy,left,congruent,left_congruent,f
10,secondary,low,hard,left,congruent,left_congruent,f
11,secondary,high,easy,left,nogo,left_nogo,
12,secondary,low,easy,left,congruent,left_congruent,f
13,secondary,low,easy,left,nogo,left_nogo,
14,secondary,low,hard,left,congruent,left_congruent,f
15,secondary,low,easy,left,congruent,left_congruent,f
16,secondary,high,easy,right,congruent,right_congruent,k
17,secondary,low,hard,right,congruent,right_congruent,k
18,secondary,high,easy,right,congruent,right_congruent,k
19,secondary,high,easy,left,congruent,left_congruent,f
20,secondary,low,hard,right,congruent,right_congruent,k
21,secondary,low,easy,right,congruent,right_congruent,k
22,secondary,high,easy,left,nogo,left_nogo,
23,secondary,low,easy,right,congruent,right_congruent,k
24,secondary,low,easy,left,congruent,left_congruent,f
25,secondary,low,hard,left,congruent,left_congruent,f
26,secondary,low,easy,left,nogo,left_nogo,
27,secondary,high,hard,left,congruent,left_congruent,f
28,secondary,low,hard,right,nogo,right_nogo,
29,secondary,low,hard,right,congruent,right_congruent,k
30,secondary,low,hard,left,congruent,left_congruent,f
31,secondary,high,hard,right,nogo,right_nogo,
32,secondary,low,easy,left,nogo,left_nogo,
33,secondary,high,hard,left,congruent,left_congruent,f
34,secondary,low,hard,left,nogo,left_nogo,
35,secondary,high,easy,right,congruent,right_congruent,k
36,secondary,high,hard,right,congruent,right_congruent,k
37,secondary,low,hard,left,congruent,left_congruent,f
38,secondary,low,easy,left,congruent,left_congruent,f
39,secondary,high,hard,left,congruent,left_congruent,f
40,secondary,low,hard,right,nogo,right_nogo,
41,secondary,low,hard,left,congruent,left_congruent,f
42,secondary,high,hard,right,congruent,right_congruent,k
43,secondary,high,hard,left,nogo,left_nogo,
44,secondary,low,hard,right,nogo,right_nogo,
45,secondary,high,easy,left,congruent,left_congruent,f
46,secondary,high,hard,right,congruent,right_congruent,k
47,secondary,low,hard,left,nogo,left_nogo,
48,secondary,high,hard,left,nogo,left_nogo,
49,secondary,high,easy,right,congruent,right_congruent,k
50,secondary,low,easy,right,congruent,right_congruent,k
51,secondary,high,easy,right,congruent,right_congruent,k
52,secondary,low,hard,right,congruent,right_congruent,k
53,secondary,high,easy,left,congruent,left_congruent,f
54,secondary,low,easy,right,congruent,right_congruent,k
55,secondary,high,hard,left,congruent,left_congruent,f
56,secondary,low,easy,right,nogo,right_nogo,
57,secondary,high,hard,left,nogo,left_nogo,
58,secondary,high,easy,right,congruent,right_congruent,k
59,secondary,high,easy,right,nogo,right_nogo,
60,secondary,high,easy,left,congruent,left_congruent,f
61,secondary,high,easy,left,congruent,left_congruent,f
62,secondary,high,easy,left,congruent,left_congruent,f
63,secondary,high,hard,left,congruent,left_congruent,f
64,secondary,low,easy,left,congruent,left_congruent,f
65,secondary,high,hard,left,congruent,left_congruent,f
66,secondary,low,easy,left,congruent,left_congruent,f
67,secondary,low,hard,left,congruent,left_congruent,f
68,secondary,low,easy,left,congruent,left_congruent,f
69,secondary,high,hard,left,congruent,left_congruent,f
70,secondary,high,easy,right,congruent,right_congruent,k
71,secondary,low,hard,right,congruent,right_congruent,k
72,secondary,high,hard,right,nogo,right_nogo,
73,secondary,low,easy,right,nogo,right_nogo,
74,secondary,low,easy,left,congruent,left_congruent,f
75,secondary,low,hard,left,nogo,left_nogo,
76,secondary,high,easy,right,nogo,right_nogo,
77,secondary,low,easy,right,congruent,right_congruent,k
78,secondary,low,easy,left,nogo,left_nogo,
79,secondary,low,hard,left,congruent,left_congruent,f
80,secondary,low,easy,left,nogo,left_nogo,
81,secondary,high,easy,left,congruent,left_congruent,f
82,secondary,high,hard,right,congruent,right_congruent,k
83,secondary,high,easy,left,nogo,left_nogo,
84,secondary,low,hard,left,nogo,left_nogo,
85,secondary,high,easy,right,congruent,right_congruent,k
86,secondary,high,easy,right,congruent,right_congruent,k
87,secondary,low,easy,right,nogo,right_nogo,
88,secondary,low,hard,left,congruent,left_congruent,f
89,secondary,low,easy,right,congruent,right_congruent,k
90,secondary,low,easy,right,congruent,right_congruent,k
91,secondary,low,hard,right,congruent,right_congruent,k
92,secondary,high,hard,left,congruent,left_congruent,f
93,secondary,high,hard,left,congruent,left_congruent,f
94,secondary,high,hard,right,congruent,right_congruent,k
95,secondary,high,hard,left,congruent,left_congruent,f
96,secondary,high,hard,right,congruent,right_congruent,k
97,secondary,low,hard,left,congruent,left_congruent,f
98,secondary,high,easy,right,nogo,right_nogo,
99,secondary,high,hard,right,congruent,right_congruent,k
100,secondary,high,easy,left,congruent,left_congruent,f
101,secondary,high,easy,right,congruent,right_congruent,k
102,secondary,high,easy,left,congruent,left_congruent,f
103,secondary,high,easy,left,nogo,left_nogo,
104,secondary,low,easy,left,congruent,left_congruent,f
105,secondary,high,easy,left,nogo,left_nogo,
106,secondary,high,easy,right,nogo,right_nogo,
107,secondary,low,easy,left,congruent,left_congruent,f
108,secondary,high,hard,right,congruent,right_congruent,k
109,secondary,high,hard,left,congruent,left_congruent,f
110,secondary,low,easy,right,congruent,right_congruent,k
111,secondary,low,easy,right,congruent,right_congruent,k
112,secondary,low,easy,right,congruent,right_congruent,k
113,secondary,low,hard,left,congruent,left_congruent,f
114,secondary,low,hard,right,nogo,right_nogo,
115,secondary,low,easy,left,congruent,left_congruent,f
116,secondary,low,easy,right,congruent,right_congruent,k
117,secondary,high,hard,right,congruent,right_congruent,k
118,secondary,high,easy,right,congruent,right_congruent,k
119,secondary,high,hard,left,congruent,left_congruent,f
120,secondary,low,easy,right,congruent,right_congruent,k
121,secondary,low,hard,right,congruent,right_congruent,k
122,secondary,high,easy,left,congruent,left_congruent,f
123,secondary,high,easy,right,congruent,right_congruent,k
124,secondary,high,easy,right,congruent,right_congruent,k
125,secondary,low,easy,left,congruent,left_congruent,f
126,secondary,low,easy,right,congruent,right_congruent,k
127,secondary,high,easy,right,congruent,right_congruent,k
128,secondary,high,hard,left,congruent,left_congruent,f
129,secondary,low,easy,right,congruent,right_congruent,k
130,secondary,high,easy,left,congruent,left_congruent,f
131,secondary,high,hard,left,nogo,left_nogo,
132,secondary,low,hard,right,nogo,right_nogo,
133,secondary,low,hard,right,congruent,right_congruent,k
134,secondary,high,easy,left,congruent,left_congruent,f
135,secondary,low,easy,right,congruent,right_congruent,k
136,secondary,low,hard,left,congruent,left_congruent,f
137,secondary,high,easy,left,congruent,left_congruent,f
138,secondary,low,hard,left,nogo,left_nogo,
139,secondary,low,hard,right,congruent,right_congruent,k
140,secondary,low,hard,left,nogo,left_nogo,
141,secondary,high,hard,left,nogo,left_nogo,
142,secondary,low,easy,right,congruent,right_congruent,k
143,secondary,low,hard,right,nogo,right_nogo,
144,secondary,high,hard,left,nogo,left_nogo,
145,secondary,high,easy,left,congruent,left_congruent,f
146,secondary,high,hard,left,congruent,left_congruent,f
147,secondary,high,easy,right,congruent,right_congruent,k
148,secondary,high,easy,left,nogo,left_nogo,
149,secondary,high,easy,right,congruent,right_congruent,k
150,secondary,low,hard,right,congruent,right_congruent,k
151,secondary,high,easy,left,congruent,left_congruent,f
152,secondary,high,hard,right,congruent,right_congruent,k
153,secondary,high,hard,right,nogo,right_nogo,
154,secondary,high,easy,right,nogo,right_nogo,
155,secondary,low,hard,left,congruent,left_congruent,f
156,secondary,low,hard,left,congruent,left_congruent,f
157,secondary,high,easy,left,congruent,left_congruent,f
158,secondary,high,easy,left,congruent,left_congruent,f
159,secondary,high,hard,right,congruent,right_congruent,k
160,secondary,low,hard,right,congruent,right_congruent,k
161,secondary,low,easy,left,congruent,left_congruent,f
162,secondary,high,easy,left,nogo,left_nogo,
163,secondary,low,easy,left,congruent,left_congruent,f
164,secondary,low,hard,right,nogo,right_nogo,
165,secondary,low,easy,left,nogo,left_nogo,
