trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,secondary,low,hard,right,congruent,right_congruent,k
2,secondary,high,hard,right,nogo,right_nogo,
3,secondary,high,hard,right,congruent,right_congruent,k
4,secondary,low,hard,left,congruent,left_congruent,f
5,secondary,low,easy,right,congruent,right_congruent,k
6,secondary,high,easy,left,congruent,left_congruent,f
7,secondary,high,easy,right,congruent,right_congruent,k
8,secondary,low,easy,right,congruent,right_congruent,k
9,secondary,high,easy,left,nogo,left_nogo,
10,secondary,high,easy,right,congruent,right_congruent,k
11,secondary,high,hard,right,congruent,right_congruent,k
12,secondary,low,easy,right,congruent,right_congruent,k
1,secondary,high,hard,right,congruent,right_congruent,k
2,secondary,high,easy,left,congruent,left_congruent,f
3,secondary,low,easy,left,congruent,left_congruent,f
4,secondary,high,easy,right,congruent,right_congruent,k
5,secondary,high,easy,left,congruent,left_congruent,f
6,secondary,high,easy,left,congruent,left_congruent,f
7,secondary,low,hard,right,congruent,right_congruent,k
8,secondary,low,hard,right,congruent,right_congruent,k
9,secondary,low,hard,right,congruent,right_congruent,k
10,secondary,low,hard,right,congruent,right_congruent,k
11,secondary,high,hard,left,nogo,left_nogo,
12,secondary,low,hard,right,congruent,right_congruent,k
13,secondary,high,easy,right,congruent,right_congruent,k
14,secondary,low,hard,right,congruent,right_congruent,k
15,secondary,low,hard,left,congruent,left_congruent,f
16,secondary,high,easy,left,nogo,left_nogo,
17,secondary,high,easy,left,congruent,left_congruent,f
18,secondary,low,easy,right,nogo,right_nogo,
19,secondary,high,hard,left,congruent,left_congruent,f
20,secondary,low,easy,left,nogo,left_nogo,
21,secondary,high,easy,left,nogo,left_nogo,
22,secondary,low,easy,left,congruent,left_congruent,f
23,secondary,low,hard,left,nogo,left_nogo,
24,secondary,low,hard,right,nogo,right_nogo,
25,secondary,high,hard,left,congruent,left_congruent,f
26,secondary,low,easy,left,nogo,left_nogo,
27,secondary,low,hard,left,congruent,left_congruent,f
28,secondary,high,hard,right,nogo,right_nogo,
29,secondary,high,easy,left,congruent,left_congruent,f
30,secondary,high,easy,right,nogo,right_nogo,
31,secondary,high,easy,right,congruent,right_congruent,k
32,secondary,high,easy,right,congruent,right_congruent,k
33,secondary,low,easy,left,nogo,left_nogo,
34,secondary,high,easy,right,nogo,right_nogo,
35,secondary,low,hard,right,congruent,right_congruent,k
36,secondary,high,easy,left,congruent,left_congruent,f
37,secondary,low,hard,right,congruent,right_congruent,k
38,secondary,high,hard,right,nogo,right_nogo,
39,secondary,low,easy,left,congruent,left_congruent,f
40,secondary,low,easy,left,nogo,left_nogo,
41,secondary,low,easy,right,congruent,right_congruent,k
42,secondary,low,easy,right,congruent,right_congruent,k
43,secondary,low,easy,right,congruent,right_congruent,k
44,secondary,low,hard,left,congruent,left_congruent,f
45,secondary,low,easy,right,congruent,right_congruent,k
46,secondary,high,hard,left,nogo,left_nogo,
47,secondary,low,easy,right,congruent,right_congruent,k
48,secondary,low,hard,left,nogo,left_nogo,
49,secondary,high,hard,right,congruent,right_congruent,k
50,secondary,high,easy,right,nogo,right_nogo,
51,secondary,high,hard,right,nogo,right_nogo,
52,secondary,high,hard,left,congruent,left_congruent,f
53,secondary,low,easy,left,congruent,left_congruent,f
54,secondary,high,hard,right,congruent,right_congruent,k
55,secondary,low,hard,right,nogo,right_nogo,
56,secondary,high,hard,left,congruent,left_congruent,f
57,secondary,low,hard,left,congruent,left_congruent,f
58,secondary,high,hard,left,congruent,left_congruent,f
59,secondary,low,easy,left,nogo,left_nogo,
60,secondary,low,hard,right,congruent,right_congruent,k
61,secondary,high,hard,right,congruent,right_congruent,k
62,secondary,low,hard,left,nogo,left_nogo,
63,secondary,high,easy,right,congruent,right_congruent,k
64,secondary,low,hard,right,congruent,right_congruent,k
65,secondary,low,hard,right,congruent,right_congruent,k
66,secondary,high,hard,left,nogo,left_nogo,
67,secondary,high,easy,right,congruent,right_congruent,k
68,secondary,high,hard,left,congruent,left_congruent,f
69,secondary,low,hard,right,congruent,right_congruent,k
70,secondary,high,easy,left,congruent,left_congruent,f
71,secondary,high,easy,left,congruent,left_congruent,f
72,secondary,low,hard,right,congruent,right_congruent,k
73,secondary,high,hard,left,nogo,left_nogo,
74,secondary,high,easy,right,nogo,right_nogo,
75,secondary,low,easy,right,congruent,right_congruent,k
76,secondary,low,easy,right,congruent,right_congruent,k
77,secondary,low,easy,right,nogo,right_nogo,
78,secondary,high,easy,right,congruent,right_congruent,k
79,secondary,high,easy,left,congruent,left_congruent,f
80,secondary,high,easy,right,congruent,right_congruent,k
81,secondary,high,easy,left,nogo,left_nogo,
82,secondary,low,easy,left,nogo,left_nogo,
83,secondary,low,easy,left,congruent,left_congruent,f
84,secondary,high,hard,left,nogo,left_nogo,
85,secondary,high,hard,right,congruent,right_congruent,k
86,secondary,low,easy,right,congruent,right_congruent,k
87,secondary,low,easy,right,congruent,right_congruent,k
88,secondary,low,hard,right,nogo,right_nogo,
89,secondary,high,easy,right,congruent,right_congruent,k
90,secondary,low,easy,right,nogo,right_nogo,
91,secondary,low,hard,left,congruent,left_congruent,f
92,secondary,low,easy,right,congruent,right_congruent,k
93,secondary,high,easy,right,nogo,right_nogo,
94,secondary,high,hard,left,congruent,left_congruent,f
95,secondary,low,hard,left,nogo,left_nogo,
96,secondary,high,easy,right,congruent,right_congruent,k
97,secondary,low,hard,right,congruent,right_congruent,k
98,secondary,low,easy,left,nogo,left_nogo,
99,secondary,high,easy,left,congruent,left_congruent,f
100,secondary,low,easy,left,congruent,left_congruent,f
101,secondary,high,easy,right,congruent,right_congruent,k
102,secondary,high,hard,left,congruent,left_congruent,f
103,secondary,low,hard,right,congruent,right_congruent,k
104,secondary,low,easy,right,congruent,right_congruent,k
105,secondary,low,easy,left,congruent,left_congruent,f
106,secondary,low,hard,left,congruent,left_congruent,f
107,secondary,high,hard,right,congruent,right_congruent,k
108,secondary,high,hard,left,congruent,left_congruent,f
109,secondary,high,easy,left,congruent,left_congruent,f
110,secondary,high,hard,right,nogo,right_nogo,
111,secondary,low,hard,left,congruent,left_congruent,f
112,secondary,low,easy,right,congruent,right_congruent,k
113,secondary,low,hard,right,congruent,right_congruent,k
114,secondary,low,easy,left,congruent,left_congruent,f
115,secondary,high,easy,right,congruent,right_congruent,k
116,secondary,low,hard,right,congruent,right_congruent,k
117,secondary,high,hard,right,congruent,right_congruent,k
118,secondary,high,hard,left,nogo,left_nogo,
119,secondary,low,hard,right,congruent,right_congruent,k
120,secondary,high,easy,right,congruent,right_congruent,k
121,secondary,high,hard,left,congruent,left_congruent,f
122,secondary,low,hard,left,congruent,left_congruent,f
123,secondary,low,easy,right,nogo,right_nogo,
124,secondary,high,easy,left,congruent,left_congruent,f
125,secondary,low,easy,right,congruent,right_congruent,k
126,secondary,low,easy,left,nogo,left_nogo,
127,secondary,low,easy,left,congruent,left_congruent,f
128,secondary,low,hard,right,nogo,right_nogo,
129,secondary,high,easy,left,congruent,left_congruent,f
130,secondary,low,easy,left,congruent,left_congruent,f
131,secondary,high,hard,left,congruent,left_congruent,f
132,secondary,high,hard,right,congruent,right_congruent,k
133,secondary,high,hard,left,nogo,left_nogo,
134,secondary,low,hard,left,congruent,left_congruent,f
135,secondary,high,easy,left,congruent,left_congruent,f
136,secondary,low,hard,right,nogo,right_nogo,
137,secondary,high,easy,left,congruent,left_congruent,f
138,secondary,high,easy,left,congruent,left_congruent,f
139,secondary,high,hard,right,nogo,right_nogo,
140,secondary,high,hard,right,nogo,right_nogo,
141,secondary,high,hard,left,congruent,left_congruent,f
142,secondary,low,easy,right,nogo,right_nogo,
143,secondary,high,hard,left,congruent,left_congruent,f
144,secondary,low,easy,right,nogo,right_nogo,
145,secondary,low,easy,right,congruent,right_congruent,k
146,secondary,high,hard,left,congruent,left_congruent,f
147,secondary,high,hard,right,nogo,right_nogo,
148,secondary,high,easy,left,nogo,left_nogo,
149,secondary,high,easy,left,congruent,left_congruent,f
150,secondary,high,hard,left,nogo,left_nogo,
151,secondary,high,easy,left,congruent,left_congruent,f
152,secondary,low,hard,left,nogo,left_nogo,
153,secondary,high,easy,left,nogo,left_nogo,
154,secondary,high,hard,right,nogo,right_nogo,
155,secondary,high,hard,left,congruent,left_congruent,f
156,secondary,low,easy,right,congruent,right_congruent,k
157,secondary,low,easy,right,nogo,right_nogo,
158,secondary,high,hard,left,congruent,left_congruent,f
159,secondary,high,hard,left,congruent,left_congruent,f
160,secondary,low,easy,left,nogo,left_nogo,
161,secondary,high,easy,right,nogo,right_nogo,
162,secondary,low,easy,right,congruent,right_congruent,k
163,secondary,high,easy,right,congruent,right_congruent,k
164,secondary,low,hard,left,congruent,left_congruent,f
165,secondary,high,easy,left,congruent,left_congruent,f
166,secondary,low,easy,left,congruent,left_congruent,f
167,secondary,high,easy,right,congruent,right_congruent,k
168,secondary,high,hard,right,congruent,right_congruent,k
169,secondary,high,easy,right,nogo,right_nogo,
170,secondary,low,easy,right,congruent,right_congruent,k
171,secondary,low,hard,left,congruent,left_congruent,f
172,secondary,high,hard,right,congruent,right_congruent,k
173,secondary,high,easy,left,congruent,left_congruent,f
174,secondary,high,easy,right,congruent,right_congruent,k
175,secondary,high,hard,left,congruent,left_congruent,f
176,secondary,high,hard,right,congruent,right_congruent,k
177,secondary,high,easy,right,congruent,right_congruent,k
178,secondary,low,easy,right,congruent,right_congruent,k
179,secondary,low,hard,left,nogo,left_nogo,
180,secondary,low,hard,right,nogo,right_nogo,
181,secondary,high,hard,left,congruent,left_congruent,f
182,secondary,high,easy,left,nogo,left_nogo,
183,secondary,high,easy,left,nogo,left_nogo,
184,secondary,low,easy,left,congruent,left_congruent,f
185,secondary,low,hard,left,nogo,left_nogo,
186,secondary,low,hard,right,congruent,right_congruent,k
187,secondary,low,hard,left,nogo,left_nogo,
188,secondary,high,easy,right,congruent,right_congruent,k
189,secondary,high,hard,right,congruent,right_congruent,k
190,secondary,high,hard,left,nogo,left_nogo,
191,secondary,low,hard,left,congruent,left_congruent,f
192,secondary,low,easy,right,congruent,right_congruent,k
193,secondary,low,hard,right,nogo,right_nogo,
194,secondary,high,hard,right,congruent,right_congruent,k
195,secondary,low,hard,left,nogo,left_nogo,
196,secondary,low,hard,left,congruent,left_congruent,f
197,secondary,low,hard,right,congruent,right_congruent,k
198,secondary,high,hard,right,congruent,right_congruent,k
199,secondary,high,easy,right,congruent,right_congruent,k
200,secondary,high,hard,left,congruent,left_congruent,f
201,secondary,low,hard,left,congruent,left_congruent,f
202,secondary,low,hard,left,congruent,left_congruent,f
203,secondary,high,hard,left,congruent,left_congruent,f
204,secondary,low,easy,left,congruent,left_congruent,f
205,secondary,low,hard,left,congruent,left_congruent,f
206,secondary,high,easy,left,nogo,left_nogo,
207,secondary,low,hard,right,congruent,right_congruent,k
208,secondary,low,hard,left,nogo,left_nogo,
209,secondary,low,easy,right,nogo,right_nogo,
210,secondary,low,hard,right,congruent,right_congruent,k
211,secondary,low,hard,left,congruent,left_congruent,f
212,secondary,low,easy,right,congruent,right_congruent,k
213,secondary,high,easy,left,congruent,left_congruent,f
214,secondary,low,easy,left,congruent,left_congruent,f
215,secondary,low,hard,left,congruent,left_congruent,f
216,secondary,high,hard,right,congruent,right_congruent,k
217,secondary,low,easy,left,congruent,left_congruent,f
218,secondary,low,easy,left,congruent,left_congruent,f
219,secondary,high,hard,right,congruent,right_congruent,k
220,secondary,low,hard,left,congruent,left_congruent,f
221,secondary,high,easy,right,congruent,right_congruent,k
222,secondary,low,easy,right,congruent,right_congruent,k
223,secondary,low,easy,right,congruent,right_congruent,k
224,secondary,high,easy,right,congruent,right_congruent,k
225,secondary,low,hard,left,congruent,left_congruent,f
226,secondary,low,easy,right,congruent,right_congruent,k
227,secondary,high,easy,left,nogo,left_nogo,
228,secondary,high,easy,right,nogo,right_nogo,
229,secondary,low,easy,left,congruent,left_congruent,f
230,secondary,high,hard,right,congruent,right_congruent,k
