trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,primary,low,hard,right,congruent,right_congruent,k
2,primary,high,hard,right,nogo,right_nogo,
3,primary,high,hard,right,congruent,right_congruent,k
4,primary,low,hard,left,congruent,left_congruent,f
5,primary,low,easy,right,congruent,right_congruent,k
6,primary,high,easy,left,congruent,left_congruent,f
7,primary,high,easy,right,congruent,right_congruent,k
8,primary,low,easy,right,congruent,right_congruent,k
9,primary,high,easy,left,nogo,left_nogo,
10,primary,high,easy,right,congruent,right_congruent,k
11,primary,high,hard,right,congruent,right_congruent,k
12,primary,low,easy,right,congruent,right_congruent,k
1,primary,low,easy,left,congruent,left_congruent,f
2,primary,high,hard,right,congruent,right_congruent,k
3,primary,high,easy,left,nogo,left_nogo,
4,primary,low,easy,left,congruent,left_congruent,f
5,primary,low,easy,right,congruent,right_congruent,k
6,primary,high,hard,left,congruent,left_congruent,f
7,primary,high,hard,left,congruent,left_congruent,f
8,primary,high,easy,right,nogo,right_nogo,
9,primary,low,hard,left,congruent,left_congruent,f
10,primary,high,hard,right,congruent,right_congruent,k
11,primary,high,hard,right,congruent,right_congruent,k
12,primary,low,hard,left,congruent,left_congruent,f
13,primary,low,hard,left,nogo,left_nogo,
14,primary,high,easy,left,congruent,left_congruent,f
15,primary,low,easy,left,congruent,left_congruent,f
16,primary,low,easy,right,nogo,right_nogo,
17,primary,low,easy,left,congruent,left_congruent,f
18,primary,low,hard,right,congruent,right_congruent,k
19,primary,high,hard,left,congruent,left_congruent,f
20,primary,high,hard,left,congruent,left_congruent,f
21,primary,high,easy,left,congruent,left_congruent,f
22,primary,high,easy,left,nogo,left_nogo,
23,primary,high,hard,left,congruent,left_congruent,f
24,primary,high,easy,left,congruent,left_congruent,f
25,primary,high,easy,right,congruent,right_congruent,k
26,primary,low,hard,left,congruent,left_congruent,f
27,primary,low,hard,left,congruent,left_congruent,f
28,primary,low,hard,right,congruent,right_congruent,k
29,primary,low,hard,left,congruent,left_congruent,f
30,primary,low,easy,right,congruent,right_congruent,k
31,primary,low,hard,left,congruent,left_congruent,f
32,primary,low,hard,left,congruent,left_congruent,f
33,primary,low,easy,right,congruent,right_congruent,k
34,primary,low,hard,left,nogo,left_nogo,
35,primary,low,hard,left,congruent,left_congruent,f
36,primary,high,easy,left,congruent,left_congruent,f
37,primary,high,easy,right,congruent,right_congruent,k
38,primary,low,hard,right,congruent,right_congruent,k
39,primary,low,hard,right,congruent,right_congruent,k
40,primary,high,easy,right,congruent,right_congruent,k
41,primary,low,hard,left,congruent,left_congruent,f
42,primary,low,easy,right,congruent,right_congruent,k
43,primary,low,hard,left,congruent,left_congruent,f
44,primary,high,easy,left,congruent,left_congruent,f
45,primary,high,easy,right,nogo,right_nogo,
46,primary,high,easy,right,congruent,right_congruent,k
47,primary,low,hard,right,congruent,right_congruent,k
48,primary,high,hard,right,nogo,right_nogo,
49,primary,high,easy,right,congruent,right_congruent,k
50,primary,low,hard,right,congruent,right_congruent,k
51,primary,low,easy,right,nogo,right_nogo,
52,primary,low,hard,right,congruent,right_congruent,k
53,primary,high,hard,right,congruent,right_congruent,k
54,primary,high,easy,left,nogo,left_nogo,
55,primary,high,hard,left,nogo,left_nogo,
56,primary,high,hard,left,congruent,left_congruent,f
57,primary,low,hard,right,congruent,right_congruent,k
58,primary,high,easy,left,nogo,left_nogo,
59,primary,high,hard,left,congruent,left_congruent,f
60,primary,low,easy,left,congruent,left_congruent,f
61,primary,low,hard,left,nogo,left_nogo,
62,primary,low,easy,right,congruent,right_congruent,k
63,primary,high,hard,right,congruent,right_congruent,k
64,primary,high,easy,left,congruent,left_congruent,f
65,primary,high,easy,right,congruent,right_congruent,k
66,primary,low,easy,right,congruent,right_congruent,k
67,primary,low,hard,right,nogo,right_nogo,
68,primary,low,easy,right,nogo,right_nogo,
69,primary,high,easy,left,congruent,left_congruent,f
70,primary,high,hard,right,congruent,right_congruent,k
71,primary,low,easy,left,congruent,left_congruent,f
72,primary,low,hard,right,congruent,right_congruent,k
73,primary,low,easy,right,nogo,right_nogo,
74,primary,low,hard,right,congruent,right_congruent,k
75,primary,low,hard,left,nogo,left_nogo,
76,primary,low,easy,right,congruent,right_congruent,k
77,primary,high,hard,right,congruent,right_congruent,k
78,primary,low,easy,right,congruent,right_congruent,k
79,primary,high,easy,left,nogo,left_nogo,
80,primary,high,hard,right,congruent,right_congruent,k
81,primary,low,hard,right,nogo,right_nogo,
82,primary,low,hard,right,congruent,right_congruent,k
83,primary,high,easy,left,congruent,left_congruent,f
84,primary,low,easy,right,congruent,right_congruent,k
85,primary,low,easy,right,congruent,right_congruent,k
86,primary,low,easy,left,nogo,left_nogo,
87,primary,low,easy,right,congruent,right_congruent,k
88,primary,low,hard,left,nogo,left_nogo,
89,primary,low,hard,right,congruent,right_congruent,k
90,primary,high,hard,left,congruent,left_congruent,f
91,primary,high,hard,left,nogo,left_nogo,
92,primary,low,easy,left,congruent,left_congruent,f
93,primary,low,hard,right,congruent,right_congruent,k
94,primary,low,hard,right,congruent,right_congruent,k
95,primary,high,hard,right,nogo,right_nogo,
96,primary,high,easy,left,congruent,left_congruent,f
97,primary,low,hard,right,congruent,right_congruent,k
98,primary,low,easy,right,nogo,right_nogo,
99,primary,low,easy,left,congruent,left_congruent,f
100,primary,high,easy,right,congruent,right_congruent,k
101,primary,high,hard,left,congruent,left_congruent,f
102,primary,high,hard,right,congruent,right_congruent,k
103,primary,high,easy,right,congruent,right_congruent,k
104,primary,low,easy,left,congruent,left_congruent,f
105,primary,high,easy,right,nogo,right_nogo,
106,primary,low,hard,left,congruent,left_congruent,f
107,primary,high,easy,left,congruent,left_congruent,f
108,primary,low,easy,left,congruent,left_congruent,f
109,primary,high,hard,right,congruent,right_congruent,k
110,primary,low,easy,left,nogo,left_nogo,
111,primary,low,hard,right,nogo,right_nogo,
112,primary,low,hard,left,congruent,left_congruent,f
113,primary,low,hard,right,congruent,right_congruent,k
114,primary,high,hard,left,congruent,left_congruent,f
115,primary,high,easy,right,congruent,right_congruent,k
116,primary,high,easy,right,congruent,right_congruent,k
117,primary,low,hard,left,congruent,left_congruent,f
118,primary,high,hard,left,congruent,left_congruent,f
119,primary,low,easy,right,congruent,right_congruent,k
120,primary,high,easy,left,congruent,left_congruent,f
121,primary,high,hard,right,congruent,right_congruent,k
122,primary,high,hard,left,nogo,left_nogo,
123,primary,high,easy,right,congruent,right_congruent,k
124,primary,low,easy,right,congruent,right_congruent,k
125,primary,high,easy,right,congruent,right_congruent,k
126,primary,low,easy,left,congruent,left_congruent,f
127,primary,low,easy,left,nogo,left_nogo,
128,primary,low,easy,right,congruent,right_congruent,k
129,primary,high,hard,left,nogo,left_nogo,
130,primary,high,hard,right,congruent,right_congruent,k
131,primary,low,hard,left,congruent,left_congruent,f
132,primary,high,hard,right,congruent,right_congruent,k
133,primary,high,hard,left,congruent,left_congruent,f
134,primary,low,easy,left,nogo,left_nogo,
135,primary,low,easy,right,congruent,right_congruent,k
136,primary,low,easy,left,congruent,left_congruent,f
137,primary,high,easy,left,congruent,left_congruent,f
138,primary,low,easy,right,congruent,right_congruent,k
139,primary,low,easy,right,congruent,right_congruent,k
140,primary,high,easy,right,congruent,right_congruent,k
141,primary,low,hard,right,congruent,right_congruent,k
142,primary,high,hard,right,nogo,right_nogo,
143,primary,high,easy,left,nogo,left_nogo,
144,primary,high,hard,left,congruent,left_congruent,f
145,primary,high,hard,left,congruent,left_congruent,f
146,primary,low,hard,left,congruent,left_congruent,f
147,primary,high,easy,right,congruent,right_congruent,k
148,primary,low,easy,right,congruent,right_congruent,k
149,primary,low,easy,left,congruent,left_congruent,f
150,primary,low,hard,right,congruent,right_congruent,k
151,primary,low,easy,right,congruent,right_congruent,k
152,primary,high,hard,right,congruent,right_congruent,k
153,primary,low,hard,left,congruent,left_congruent,f
154,primary,high,hard,left,congruent,left_congruent,f
155,primary,low,easy,left,congruent,left_congruent,f
156,primary,high,hard,left,nogo,left_nogo,
157,primary,low,easy,left,congruent,left_congruent,f
158,primary,high,hard,left,nogo,left_nogo,
159,primary,low,hard,left,congruent,left_congruent,f
160,primary,high,easy,left,congruent,left_congruent,f
161,primary,low,easy,right,congruent,right_congruent,k
162,primary,high,hard,left,congruent,left_congruent,f
163,primary,low,hard,right,nogo,right_nogo,
164,primary,high,hard,right,congruent,right_congruent,k
165,primary,low,easy,left,nogo,left_nogo,
166,primary,low,hard,left,congruent,left_congruent,f
167,primary,low,easy,left,congruent,left_congruent,f
168,primary,high,easy,left,congruent,left_congruent,f
169,primary,high,easy,right,congruent,right_congruent,k
