trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,primary,low,hard,right,congruent,right_congruent,k
2,primary,high,hard,right,nogo,right_nogo,
3,primary,high,hard,right,congruent,right_congruent,k
4,primary,low,hard,left,congruent,left_congruent,f
5,primary,low,easy,right,congruent,right_congruent,k
6,primary,high,easy,left,congruent,left_congruent,f
7,primary,high,easy,right,congruent,right_congruent,k
8,primary,low,easy,right,congruent,right_congruent,k
9,primary,high,easy,left,nogo,left_nogo,
10,primary,high,easy,right,congruent,right_congruent,k
11,primary,high,hard,right,congruent,right_congruent,k
12,primary,low,easy,right,congruent,right_congruent,k
1,primary,low,easy,left,nogo,left_nogo,
2,primary,high,easy,left,nogo,left_nogo,
3,primary,low,hard,right,congruent,right_congruent,k
4,primary,low,hard,left,nogo,left_nogo,
5,primary,low,easy,right,nogo,right_nogo,
6,primary,low,easy,left,congruent,left_congruent,f
7,primary,high,hard,right,congruent,right_congruent,k
8,primary,high,easy,left,congruent,left_congruent,f
9,primary,high,easy,right,congruent,right_congruent,k
10,primary,high,hard,left,congruent,left_congruent,f
11,primary,high,easy,left,congruent,left_congruent,f
12,primary,low,hard,left,congruent,left_congruent,f
13,primary,high,hard,right,nogo,right_nogo,
14,primary,high,hard,left,nogo,left_nogo,
15,primary,high,easy,right,nogo,right_nogo,
16,primary,low,easy,right,congruent,right_congruent,k
17,primary,high,hard,right,congruent,right_congruent,k
18,primary,high,hard,right,congruent,right_congruent,k
19,primary,high,easy,left,congruent,left_congruent,f
20,primary,high,easy,right,congruent,right_congruent,k
21,primary,low,easy,left,nogo,left_nogo,
22,primary,high,easy,left,congruent,left_congruent,f
23,primary,high,easy,left,congruent,left_congruent,f
24,primary,high,easy,right,congruent,right_congruent,k
25,primary,low,easy,right,nogo,right_nogo,
26,primary,low,hard,right,congruent,right_congruent,k
27,primary,high,hard,right,congruent,right_congruent,k
28,primary,high,easy,left,nogo,left_nogo,
29,primary,high,easy,right,congruent,right_congruent,k
30,primary,low,easy,left,congruent,left_congruent,f
31,primary,low,hard,left,congruent,left_congruent,f
32,primary,low,hard,left,nogo,left_nogo,
33,primary,high,hard,right,congruent,right_congruent,k
34,primary,high,hard,left,congruent,left_congruent,f
35,primary,high,hard,right,nogo,right_nogo,
36,primary,low,easy,right,congruent,right_congruent,k
37,primary,low,hard,right,congruent,right_congruent,k
38,primary,low,easy,right,congruent,right_congruent,k
39,primary,low,hard,right,nogo,right_nogo,
40,primary,low,easy,left,nogo,left_nogo,
41,primary,high,hard,right,congruent,right_congruent,k
42,primary,high,easy,left,nogo,left_nogo,
43,primary,low,easy,left,congruent,left_congruent,f
44,primary,high,hard,left,nogo,left_nogo,
45,primary,low,easy,right,congruent,right_congruent,k
46,primary,high,hard,left,nogo,left_nogo,
47,primary,low,easy,left,congruent,left_congruent,f
48,primary,low,easy,right,congruent,right_congruent,k
49,primary,low,hard,left,congruent,left_congruent,f
50,primary,low,hard,right,congruent,right_congruent,k
51,primary,low,easy,right,congruent,right_congruent,k
52,primary,low,easy,right,nogo,right_nogo,
53,primary,low,hard,left,congruent,left_congruent,f
54,primary,low,easy,left,congruent,left_congruent,f
55,primary,high,hard,left,congruent,left_congruent,f
56,primary,high,easy,left,congruent,left_congruent,f
57,primary,low,hard,right,nogo,right_nogo,
58,primary,low,hard,right,congruent,right_congruent,k
59,primary,low,easy,left,congruent,left_congruent,f
60,primary,low,hard,left,congruent,left_congruent,f
61,primary,low,hard,right,nogo,right_nogo,
62,primary,high,easy,right,congruent,right_congruent,k
63,primary,low,easy,right,congruent,right_congruent,k
64,primary,high,hard,right,nogo,right_nogo,
65,primary,high,hard,left,congruent,left_congruent,f
66,primary,high,hard,right,congruent,right_congruent,k
67,primary,high,hard,left,congruent,left_congruent,f
68,primary,low,easy,left,congruent,left_congruent,f
69,primary,high,hard,left,congruent,left_congruent,f
70,primary,high,hard,right,congruent,right_congruent,k
71,primary,low,easy,left,congruent,left_congruent,f
72,primary,high,easy,left,nogo,left_nogo,
73,primary,low,easy,left,congruent,left_congruent,f
74,primary,low,hard,left,nogo,left_nogo,
75,primary,low,hard,right,congruent,right_congruent,k
76,primary,high,easy,left,congruent,left_congruent,f
77,primary,low,easy,right,congruent,right_congruent,k
78,primary,low,hard,right,congruent,right_congruent,k
79,primary,high,hard,left,congruent,left_congruent,f
80,primary,low,hard,left,nogo,left_nogo,
81,primary,low,easy,left,congruent,left_congruent,f
82,primary,low,hard,right,congruent,right_congruent,k
83,primary,low,easy,left,congruent,left_congruent,f
84,primary,low,easy,left,congruent,left_congruent,f
85,primary,high,hard,right,congruent,right_congruent,k
86,primary,low,hard,right,congruent,right_congruent,k
87,primary,low,easy,left,congruent,left_congruent,f
88,primary,high,hard,right,congruent,right_congruent,k
89,primary,high,easy,left,nogo,left_nogo,
90,primary,low,easy,left,congruent,left_congruent,f
91,primary,low,easy,right,congruent,right_congruent,k
92,primary,low,easy,right,congruent,right_congruent,k
93,primary,low,easy,right,congruent,right_congruent,k
94,primary,low,hard,left,nogo,left_nogo,
95,primary,high,easy,right,congruent,right_congruent,k
96,primary,high,easy,right,congruent,right_congruent,k
97,primary,low,hard,left,congruent,left_congruent,f
98,primary,high,hard,left,nogo,left_nogo,
99,primary,low,hard,right,congruent,right_congruent,k
100,primary,high,hard,left,congruent,left_congruent,f
101,primary,high,hard,left,nogo,left_nogo,
102,primary,low,easy,left,congruent,left_congruent,f
103,primary,high,easy,right,congruent,right_congruent,k
104,primary,high,hard,left,congruent,left_congruent,f
105,primary,low,easy,right,congruent,right_congruent,k
106,primary,low,easy,left,congruent,left_congruent,f
107,primary,high,easy,right,congruent,right_congruent,k
108,primary,low,easy,right,nogo,right_nogo,
109,primary,low,hard,right,congruent,right_congruent,k
110,primary,low,hard,left,congruent,left_congruent,f
111,primary,low,easy,right,nogo,right_nogo,
112,primary,low,hard,left,nogo,left_nogo,
113,primary,high,easy,right,congruent,right_congruent,k
114,primary,high,hard,left,congruent,left_congruent,f
115,primary,high,hard,right,congruent,right_congruent,k
116,primary,low,hard,right,nogo,right_nogo,
117,primary,high,easy,left,congruent,left_congruent,f
118,primary,low,easy,right,congruent,right_congruent,k
119,primary,high,hard,right,congruent,right_congruent,k
120,primary,low,hard,right,congruent,right_congruent,k
121,primary,low,hard,left,nogo,left_nogo,
122,primary,low,hard,right,congruent,right_congruent,k
123,primary,high,easy,left,congruent,left_congruent,f
124,primary,high,easy,left,nogo,left_nogo,
125,primary,low,hard,left,congruent,left_congruent,f
126,primary,low,easy,right,nogo,right_nogo,
127,primary,low,easy,left,nogo,left_nogo,
128,primary,low,hard,left,congruent,left_congruent,f
129,primary,low,hard,right,congruent,right_congruent,k
130,primary,high,hard,left,congruent,left_congruent,f
131,primary,high,hard,left,congruent,left_congruent,f
132,primary,high,easy,right,congruent,right_congruent,k
133,primary,low,easy,right,congruent,right_congruent,k
134,primary,low,hard,left,congruent,left_congruent,f
135,primary,low,hard,right,congruent,right_congruent,k
136,primary,high,hard,left,nogo,left_nogo,
137,primary,high,easy,right,nogo,right_nogo,
138,primary,high,hard,left,congruent,left_congruent,f
139,primary,low,hard,left,congruent,left_congruent,f
140,primary,low,easy,right,congruent,right_congruent,k
141,primary,high,hard,right,congruent,right_congruent,k
142,primary,low,easy,right,congruent,right_congruent,k
143,primary,high,easy,right,nogo,right_nogo,
144,primary,high,hard,left,congruent,left_congruent,f
145,primary,high,hard,left,nogo,left_nogo,
146,primary,low,easy,left,congruent,left_congruent,f
147,primary,low,hard,left,congruent,left_congruent,f
148,primary,high,hard,left,nogo,left_nogo,
149,primary,high,hard,left,nogo,left_nogo,
150,primary,low,easy,left,congruent,left_congruent,f
151,primary,high,easy,left,congruent,left_congruent,f
152,primary,high,hard,left,congruent,left_congruent,f
153,primary,high,easy,right,nogo,right_nogo,
154,primary,high,hard,left,nogo,left_nogo,
155,primary,high,hard,left,congruent,left_congruent,f
156,primary,high,hard,right,congruent,right_congruent,k
157,primary,low,easy,left,nogo,left_nogo,
158,primary,high,hard,left,congruent,left_congruent,f
159,primary,low,hard,right,congruent,right_congruent,k
160,primary,low,hard,right,nogo,right_nogo,
161,primary,high,easy,left,congruent,left_congruent,f
162,primary,high,easy,right,congruent,right_congruent,k
163,primary,high,easy,left,congruent,left_congruent,f
164,primary,low,easy,right,congruent,right_congruent,k
165,primary,low,hard,right,congruent,right_congruent,k
166,primary,high,hard,right,congruent,right_congruent,k
167,primary,high,easy,left,congruent,left_congruent,f
168,primary,low,hard,right,nogo,right_nogo,
169,primary,low,easy,left,congruent,left_congruent,f
