trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,secondary,low,hard,right,congruent,right_congruent,k
2,secondary,high,hard,right,nogo,right_nogo,
3,secondary,high,hard,right,congruent,right_congruent,k
4,secondary,low,hard,left,congruent,left_congruent,f
5,secondary,low,easy,right,congruent,right_congruent,k
6,secondary,high,easy,left,congruent,left_congruent,f
7,secondary,high,easy,right,congruent,right_congruent,k
8,secondary,low,easy,right,congruent,right_congruent,k
9,secondary,high,easy,left,nogo,left_nogo,
10,secondary,high,easy,right,congruent,right_congruent,k
11,secondary,high,hard,right,congruent,right_congruent,k
12,secondary,low,easy,right,congruent,right_congruent,k
1,secondary,low,hard,left,congruent,left_congruent,f
2,secondary,low,hard,left,nogo,left_nogo,
3,secondary,high,hard,right,congruent,right_congruent,k
4,secondary,high,hard,right,nogo,right_nogo,
5,secondary,high,easy,left,congruent,left_congruent,f
6,secondary,high,easy,left,congruent,left_congruent,f
7,secondary,high,easy,left,congruent,left_congruent,f
8,secondary,low,hard,right,congruent,right_congruent,k
9,secondary,low,easy,right,nogo,right_nogo,
10,secondary,low,hard,left,congruent,left_congruent,f
11,secondary,high,hard,right,congruent,right_congruent,k
12,secondary,high,hard,right,congruent,right_congruent,k
13,secondary,low,easy,left,nogo,left_nogo,
14,secondary,high,hard,right,nogo,right_nogo,
15,secondary,high,easy,left,congruent,left_congruent,f
16,secondary,high,hard,left,congruent,left_congruent,f
17,secondary,low,easy,right,congruent,right_congruent,k
18,secondary,low,hard,left,congruent,left_congruent,f
19,secondary,low,easy,right,congruent,right_congruent,k
20,secondary,high,easy,right,congruent,right_congruent,k
21,secondary,high,easy,right,congruent,right_congruent,k
22,secondary,high,hard,left,congruent,left_congruent,f
23,secondary,high,hard,right,congruent,right_congruent,k
24,secondary,high,easy,right,congruent,right_congruent,k
25,secondary,low,hard,left,congruent,left_congruent,f
26,secondary,low,hard,left,congruent,left_congruent,f
27,secondary,low,easy,right,nogo,right_nogo,
28,secondary,low,easy,left,congruent,left_congruent,f
29,secondary,high,hard,left,congruent,left_congruent,f
30,secondary,low,easy,right,congruent,right_congruent,k
31,secondary,high,hard,left,congruent,left_congruent,f
32,secondary,low,easy,left,congruent,left_congruent,f
33,secondary,low,easy,right,nogo,right_nogo,
34,secondary,low,hard,left,congruent,left_congruent,f
35,secondary,high,easy,left,congruent,left_congruent,f
36,secondary,low,hard,right,congruent,right_congruent,k
37,secondary,low,easy,left,congruent,left_congruent,f
38,secondary,low,easy,left,congruent,left_congruent,f
39,secondary,high,easy,right,congruent,right_congruent,k
40,secondary,low,easy,left,congruent,left_congruent,f
41,secondary,low,hard,left,congruent,left_congruent,f
42,secondary,low,hard,right,congruent,right_congruent,k
43,secondary,high,hard,left,nogo,left_nogo,
44,secondary,high,easy,right,nogo,right_nogo,
45,secondary,low,easy,left,nogo,left_nogo,
46,secondary,low,hard,right,congruent,right_congruent,k
47,secondary,high,easy,right,congruent,right_congruent,k
48,secondary,high,easy,left,nogo,left_nogo,
49,secondary,high,easy,left,congruent,left_congruent,f
50,secondary,low,hard,left,congruent,left_congruent,f
51,secondary,high,hard,right,congruent,right_congruent,k
52,secondary,low,easy,left,nogo,left_nogo,
53,secondary,low,hard,left,congruent,left_congruent,f
54,secondary,high,easy,right,congruent,right_congruent,k
55,secondary,low,easy,left,congruent,left_congruent,f
56,secondary,low,easy,left,nogo,left_nogo,
57,secondary,low,hard,left,nogo,left_nogo,
58,secondary,high,easy,right,nogo,right_nogo,
59,secondary,low,easy,right,congruent,right_congruent,k
60,secondary,low,easy,right,congruent,right_congruent,k
61,secondary,high,easy,left,congruent,left_congruent,f
62,secondary,high,hard,left,congruent,left_congruent,f
63,secondary,low,hard,left,congruent,left_congruent,f
64,secondary,high,easy,left,nogo,left_nogo,
65,secondary,low,easy,right,congruent,right_congruent,k
66,secondary,high,hard,left,congruent,left_congruent,f
67,secondary,high,hard,left,congruent,left_congruent,f
68,secondary,low,easy,left,congruent,left_congruent,f
69,secondary,high,hard,left,congruent,left_congruent,f
70,secondary,high,hard,right,congruent,right_congruent,k
71,secondary,high,hard,right,congruent,right_congruent,k
72,secondary,low,hard,left,nogo,left_nogo,
73,secondary,high,easy,right,congruent,right_congruent,k
74,secondary,high,easy,right,congruent,right_congruent,k
75,secondary,low,hard,right,nogo,right_nogo,
76,secondary,high,hard,right,congruent,right_congruent,k
77,secondary,low,easy,left,congruent,left_congruent,f
78,secondary,low,hard,left,congruent,left_congruent,f
79,secondary,low,easy,right,congruent,right_congruent,k
80,secondary,low,hard,right,congruent,right_congruent,k
81,secondary,high,hard,left,congruent,left_congruent,f
82,secondary,high,hard,left,nogo,left_nogo,
83,secondary,high,easy,right,nogo,right_nogo,
84,secondary,low,hard,right,congruent,right_congruent,k
85,secondary,low,easy,right,nogo,right_nogo,
86,secondary,high,hard,right,nogo,right_nogo,
87,secondary,high,hard,right,nogo,right_nogo,
88,secondary,high,hard,right,congruent,right_congruent,k
89,secondary,high,easy,left,nogo,left_nogo,
90,secondary,high,hard,left,congruent,left_congruent,f
91,secondary,low,easy,left,congruent,left_congruent,f
92,secondary,low,easy,left,congruent,left_congruent,f
93,secondary,low,hard,left,congruent,left_congruent,f
94,secondary,high,hard,left,nogo,left_nogo,
95,secondary,high,easy,left,nogo,left_nogo,
96,secondary,low,easy,left,nogo,left_nogo,
97,secondary,high,easy,right,congruent,right_congruent,k
98,secondary,high,hard,left,congruent,left_congruent,f
99,secondary,high,easy,right,nogo,right_nogo,
100,secondary,high,easy,right,congruent,right_congruent,k
101,secondary,low,hard,right,nogo,right_nogo,
102,secondary,high,hard,left,congruent,left_congruent,f
103,secondary,low,hard,left,congruent,left_congruent,f
104,secondary,high,hard,left,nogo,left_nogo,
105,secondary,high,easy,left,congruent,left_congruent,f
106,secondary,low,hard,right,congruent,right_congruent,k
107,secondary,low,hard,left,nogo,left_nogo,
108,secondary,low,hard,right,congruent,right_congruent,k
109,secondary,low,hard,left,nogo,left_nogo,
110,secondary,low,easy,left,congruent,left_congruent,f
111,secondary,low,hard,right,congruent,right_congruent,k
112,secondary,low,easy,left,nogo,left_nogo,
113,secondary,high,hard,right,congruent,right_congruent,k
114,secondary,low,hard,left,congruent,left_congruent,f
115,secondary,high,hard,left,congruent,left_congruent,f
116,secondary,low,easy,right,congruent,right_congruent,k
117,secondary,high,easy,right,congruent,right_congruent,k
118,secondary,high,easy,left,nogo,left_nogo,
119,secondary,high,hard,right,congruent,right_congruent,k
120,secondary,high,hard,right,congruent,right_congruent,k
121,secondary,high,easy,left,congruent,left_congruent,f
122,secondary,low,easy,left,nogo,left_nogo,
123,secondary,high,easy,right,congruent,right_congruent,k
124,secondary,low,easy,left,congruent,left_congruent,f
125,secondary,high,easy,left,congruent,left_congruent,f
126,secondary,high,easy,right,congruent,right_congruent,k
127,secondary,high,hard,right,congruent,right_congruent,k
128,secondary,high,easy,right,congruent,right_congruent,k
129,secondary,high,hard,right,nogo,right_nogo,
130,secondary,low,hard,right,nogo,right_nogo,
131,secondary,high,easy,left,congruent,left_congruent,f
132,secondary,high,easy,left,congruent,left_congruent,f
133,secondary,low,hard,right,nogo,right_nogo,
134,secondary,high,hard,left,nogo,left_nogo,
135,secondary,high,easy,right,congruent,right_congruent,k
136,secondary,high,hard,left,nogo,left_nogo,
137,secondary,high,easy,left,congruent,left_congruent,f
138,secondary,low,hard,left,nogo,left_nogo,
139,secondary,high,hard,right,nogo,right_nogo,
140,secondary,low,easy,left,congruent,left_congruent,f
141,secondary,high,hard,right,congruent,right_congruent,k
142,secondary,low,easy,right,congruent,right_congruent,k
143,secondary,low,hard,right,nogo,right_nogo,
144,secondary,high,easy,right,congruent,right_congruent,k
145,secondary,high,easy,right,nogo,right_nogo,
146,secondary,low,hard,right,congruent,right_congruent,k
147,secondary,low,easy,right,nogo,right_nogo,
148,secondary,high,hard,left,nogo,left_nogo,
149,secondary,low,easy,right,nogo,right_nogo,
150,secondary,high,hard,right,nogo,right_nogo,
151,secondary,low,hard,left,congruent,left_congruent,f
152,secondary,low,hard,right,congruent,right_congruent,k
153,secondary,low,hard,right,nogo,right_nogo,
154,secondary,high,easy,right,congruent,right_congruent,k
155,secondary,low,easy,right,congruent,right_congruent,k
156,secondary,low,easy,right,congruent,right_congruent,k
157,secondary,low,hard,left,nogo,left_nogo,
158,secondary,low,easy,right,congruent,right_congruent,k
159,secondary,low,easy,left,congruent,left_congruent,f
160,secondary,high,hard,right,congruent,right_congruent,k
161,secondary,low,hard,left,nogo,left_nogo,
162,secondary,low,easy,left,congruent,left_congruent,f
163,secondary,low,hard,right,congruent,right_congruent,k
164,secondary,low,hard,right,congruent,right_congruent,k
165,secondary,low,hard,left,congruent,left_congruent,f
166,secondary,low,hard,left,congruent,left_congruent,f
167,secondary,high,hard,right,congruent,right_congruent,k
168,secondary,low,hard,right,congruent,right_congruent,k
169,secondary,low,easy,right,congruent,right_congruent,k
170,secondary,low,hard,right,nogo,right_nogo,
171,secondary,low,hard,right,congruent,right_congruent,k
172,secondary,high,hard,left,congruent,left_congruent,f
173,secondary,low,easy,right,congruent,right_congruent,k
174,secondary,low,easy,right,congruent,right_congruent,k
175,secondary,high,easy,right,congruent,right_congruent,k
176,secondary,low,easy,left,congruent,left_congruent,f
177,secondary,low,easy,right,nogo,right_nogo,
178,secondary,high,easy,left,nogo,left_nogo,
179,secondary,high,hard,right,congruent,right_congruent,k
180,secondary,low,easy,left,congruent,left_congruent,f
181,secondary,high,hard,left,nogo,left_nogo,
182,secondary,low,easy,left,congruent,left_congruent,f
183,secondary,low,easy,right,congruent,right_congruent,k
184,secondary,low,hard,right,congruent,right_congruent,k
185,secondary,high,easy,right,congruent,right_congruent,k
186,secondary,high,easy,left,congruent,left_congruent,f
187,secondary,high,hard,left,congruent,left_congruent,f
188,secondary,low,hard,right,congruent,right_congruent,k
189,secondary,high,hard,right,nogo,right_nogo,
190,secondary,high,easy,left,congruent,left_congruent,f
191,secondary,low,easy,left,congruent,left_congruent,f
192,secondary,high,easy,right,congruent,right_congruent,k
193,secondary,high,easy,left,congruent,left_congruent,f
194,secondary,low,easy,left,congruent,left_congruent,f
195,secondary,high,hard,right,congruent,right_congruent,k
196,secondary,high,easy,left,congruent,left_congruent,f
197,secondary,low,hard,left,nogo,left_nogo,
198,secondary,low,easy,left,congruent,left_congruent,f
199,secondary,low,easy,right,congruent,right_congruent,k
200,secondary,high,easy,right,nogo,right_nogo,
201,secondary,low,hard,right,nogo,right_nogo,
202,secondary,high,easy,right,congruent,right_congruent,k
203,secondary,high,easy,right,congruent,right_congruent,k
204,secondary,low,easy,left,congruent,left_congruent,f
205,secondary,low,hard,right,congruent,right_congruent,k
206,secondary,high,easy,left,congruent,left_congruent,f
207,secondary,high,easy,left,congruent,left_congruent,f
208,secondary,high,easy,left,congruent,left_congruent,f
209,secondary,high,easy,left,nogo,left_nogo,
210,secondary,low,hard,left,congruent,left_congruent,f
211,secondary,high,hard,right,congruent,right_congruent,k
212,secondary,high,hard,right,congruent,right_congruent,k
213,secondary,high,hard,left,congruent,left_congruent,f
214,secondary,high,hard,right,congruent,right_congruent,k
215,secondary,high,easy,right,nogo,right_nogo,
216,secondary,low,hard,left,nogo,left_nogo,
217,secondary,low,hard,left,congruent,left_congruent,f
218,secondary,high,hard,left,nogo,left_nogo,
219,secondary,high,easy,right,congruent,right_congruent,k
220,secondary,low,hard,left,congruent,left_congruent,f
221,secondary,low,easy,right,congruent,right_congruent,k
222,secondary,high,hard,left,congruent,left_congruent,f
223,secondary,low,hard,right,congruent,right_congruent,k
224,secondary,low,hard,right,congruent,right_congruent,k
225,secondary,high,easy,left,congruent,left_congruent,f
226,secondary,high,easy,right,congruent,right_congruent,k
227,secondary,low,easy,right,congruent,right_congruent,k
228,secondary,high,hard,left,congruent,left_congruent,f
229,secondary,low,easy,right,congruent,right_congruent,k
230,secondary,high,easy,right,nogo,right_nogo,
