trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,secondary,low,hard,right,congruent,right_congruent,k
2,secondary,high,hard,right,nogo,right_nogo,
3,secondary,high,hard,right,congruent,right_congruent,k
4,secondary,low,hard,left,congruent,left_congruent,f
5,secondary,low,easy,right,congruent,right_congruent,k
6,secondary,high,easy,left,congruent,left_congruent,f
7,secondary,high,easy,right,congruent,right_congruent,k
8,secondary,low,easy,right,congruent,right_congruent,k
9,secondary,high,easy,left,nogo,left_nogo,
10,secondary,high,easy,right,congruent,right_congruent,k
11,secondary,high,hard,right,congruent,right_congruent,k
12,secondary,low,easy,right,congruent,right_congruent,k
1,secondary,low,hard,right,congruent,right_congruent,k
2,secondary,high,hard,right,congruent,right_congruent,k
3,secondary,low,hard,right,congruent,right_congruent,k
4,secondary,high,easy,left,congruent,left_congruent,f
5,secondary,low,hard,right,congruent,right_congruent,k
6,secondary,high,hard,left,congruent,left_congruent,f
7,secondary,low,easy,right,congruent,right_congruent,k
8,secondary,low,easy,left,congruent,left_congruent,f
9,secondary,high,easy,right,congruent,right_congruent,k
10,secondary,high,hard,left,nogo,left_nogo,
11,secondary,high,easy,left,congruent,left_congruent,f
12,secondary,high,easy,right,congruent,right_congruent,k
13,secondary,high,easy,left,nogo,left_nogo,
14,secondary,high,easy,left,congruent,left_congruent,f
15,secondary,low,hard,left,congruent,left_congruent,f
16,secondary,low,easy,right,congruent,right_congruent,k
17,secondary,low,easy,left,nogo,left_nogo,
18,secondary,high,hard,left,congruent,left_congruent,f
19,secondary,low,easy,right,congruent,right_congruent,k
20,secondary,low,easy,right,congruent,right_congruent,k
21,secondary,high,easy,left,congruent,left_congruent,f
22,secondary,low,hard,left,nogo,left_nogo,
23,secondary,high,hard,right,congruent,right_congruent,k
24,secondary,high,easy,left,nogo,left_nogo,
25,secondary,high,hard,left,nogo,left_nogo,
26,secondary,low,hard,left,congruent,left_congruent,f
27,secondary,low,easy,right,congruent,right_congruent,k
28,secondary,high,hard,right,nogo,right_nogo,
29,secondary,low,easy,right,congruent,right_congruent,k
30,secondary,high,hard,left,congruent,left_congruent,f
31,secondary,low,easy,left,congruent,left_congruent,f
32,secondary,low,easy,left,congruent,left_congruent,f
33,secondary,low,easy,right,nogo,right_nogo,
34,secondary,low,hard,left,congruent,left_congruent,f
35,secondary,high,easy,left,congruent,left_congruent,f
36,secondary,low,hard,right,congruent,right_congruent,k
37,secondary,high,easy,left,nogo,left_nogo,
38,secondary,high,hard,right,congruent,right_congruent,k
39,secondary,low,easy,right,congruent,right_congruent,k
40,secondary,high,easy,right,nogo,right_nogo,
41,secondary,high,easy,right,congruent,right_congruent,k
42,secondary,high,easy,right,congruent,right_congruent,k
43,secondary,low,hard,right,congruent,right_congruent,k
44,secondary,high,easy,right,congruent,right_congruent,k
45,secondary,low,hard,left,congruent,left_congruent,f
46,secondary,high,hard,right,congruent,right_congruent,k
47,secondary,low,hard,left,congruent,left_congruent,f
48,secondary,low,easy,right,nogo,right_nogo,
49,secondary,high,hard,right,congruent,right_congruent,k
50,secondary,high,easy,left,nogo,left_nogo,
51,secondary,high,hard,left,congruent,left_congruent,f
52,secondary,high,easy,right,congruent,right_congruent,k
53,secondary,low,easy,right,nogo,right_nogo,
54,secondary,high,hard,left,congruent,left_congruent,f
55,secondary,low,hard,right,congruent,right_congruent,k
56,secondary,high,easy,left,congruent,left_congruent,f
57,secondary,high,hard,right,nogo,right_nogo,
58,secondary,high,hard,left,congruent,left_congruent,f
59,secondary,low,easy,left,nogo,left_nogo,
60,secondary,high,hard,right,congruent,right_congruent,k
61,secondary,low,hard,right,congruent,right_congruent,k
62,secondary,high,easy,right,nogo,right_nogo,
63,secondary,high,hard,right,congruent,right_congruent,k
64,secondary,low,easy,right,congruent,right_congruent,k
65,secondary,high,easy,left,congruent,left_congruent,f
66,secondary,low,hard,left,congruent,left_congruent,f
67,secondary,high,hard,left,congruent,left_congruent,f
68,secondary,high,easy,right,congruent,right_congruent,k
69,secondary,high,easy,left,congruent,left_congruent,f
70,secondary,high,easy,left,congruent,left_congruent,f
71,secondary,low,easy,left,congruent,left_congruent,f
72,secondary,high,easy,left,nogo,left_nogo,
73,secondary,high,hard,left,congruent,left_congruent,f
74,secondary,low,easy,right,congruent,right_congruent,k
75,secondary,high,hard,right,congruent,right_congruent,k
76,secondary,high,hard,right,nogo,right_nogo,
77,secondary,high,easy,left,nogo,left_nogo,
78,secondary,high,hard,left,congruent,left_congruent,f
79,secondary,high,easy,right,congruent,right_congruent,k
80,secondary,low,easy,right,congruent,right_congruent,k
81,secondary,high,easy,right,congruent,right_congruent,k
82,secondary,high,easy,left,nogo,left_nogo,
83,secondary,low,hard,right,congruent,right_congruent,k
84,secondary,low,hard,left,nogo,left_nogo,
85,secondary,low,hard,right,nogo,right_nogo,
86,secondary,high,hard,right,congruent,right_congruent,k
87,secondary,low,easy,left,nogo,left_nogo,
88,secondary,high,hard,right,congruent,right_congruent,k
89,secondary,low,easy,left,congruent,left_congruent,f
90,secondary,high,hard,right,congruent,right_congruent,k
91,secondary,low,hard,left,congruent,left_congruent,f
92,secondary,high,hard,left,congruent,left_congruent,f
93,secondary,high,easy,right,congruent,right_congruent,k
94,secondary,low,hard,left,congruent,left_congruent,f
95,secondary,low,hard,left,congruent,left_congruent,f
96,secondary,low,easy,left,congruent,left_congruent,f
97,secondary,high,hard,left,congruent,left_congruent,f
98,secondary,high,hard,left,nogo,left_nogo,
99,secondary,low,hard,right,congruent,right_congruent,k
100,secondary,low,easy,left,congruent,left_congruent,f
101,secondary,high,easy,left,congruent,left_congruent,f
102,secondary,high,easy,right,congruent,right_congruent,k
103,secondary,low,easy,left,congruent,left_congruent,f
104,secondary,high,easy,right,congruent,right_congruent,k
105,secondary,low,easy,left,congruent,left_congruent,f
106,secondary,low,easy,right,congruent,right_congruent,k
107,secondary,high,hard,right,nogo,right_nogo,
108,secondary,low,hard,left,congruent,left_congruent,f
109,secondary,high,hard,right,congruent,right_congruent,k
110,secondary,high,easy,left,congruent,left_congruent,f
111,secondary,low,hard,right,congruent,right_congruent,k
112,secondary,high,easy,left,congruent,left_congruent,f
113,secondary,low,hard,right,congruent,right_congruent,k
114,secondary,high,easy,left,congruent,left_congruent,f
115,secondary,high,easy,right,nogo,right_nogo,
116,secondary,low,easy,right,nogo,right_nogo,
117,secondary,low,easy,left,congruent,left_congruent,f
118,secondary,high,easy,left,congruent,left_congruent,f
119,secondary,low,easy,left,congruent,left_congruent,f
120,secondary,high,easy,right,congruent,right_congruent,k
121,secondary,low,hard,right,nogo,right_nogo,
122,secondary,high,hard,right,nogo,right_nogo,
123,secondary,low,hard,right,congruent,right_congruent,k
124,secondary,high,easy,right,nogo,right_nogo,
125,secondary,low,hard,right,nogo,right_nogo,
126,secondary,high,hard,right,nogo,right_nogo,
127,secondary,high,hard,left,congruent,left_congruent,f
128,secondary,low,easy,right,congruent,right_congruent,k
129,secondary,high,easy,right,nogo,right_nogo,
130,secondary,high,hard,right,congruent,right_congruent,k
131,secondary,low,hard,right,congruent,right_congruent,k
132,secondary,low,hard,right,congruent,right_congruent,k
133,secondary,high,hard,right,congruent,right_congruent,k
134,secondary,high,hard,left,congruent,left_congruent,f
135,secondary,low,easy,right,congruent,right_congruent,k
136,secondary,high,easy,right,nogo,right_nogo,
137,secondary,high,easy,left,congruent,left_congruent,f
138,secondary,high,hard,right,congruent,right_congruent,k
139,secondary,high,hard,left,nogo,left_nogo,
140,secondary,low,hard,right,nogo,right_nogo,
141,secondary,high,easy,left,congruent,left_congruent,f
142,secondary,high,easy,right,congruent,right_congruent,k
143,secondary,low,hard,left,nogo,left_nogo,
144,secondary,high,easy,right,congruent,right_congruent,k
145,secondary,low,easy,right,congruent,right_congruent,k
146,secondary,high,hard,left,nogo,left_nogo,
147,secondary,low,easy,right,congruent,right_congruent,k
148,secondary,low,hard,right,congruent,right_congruent,k
149,secondary,high,easy,right,congruent,right_congruent,k
150,secondary,high,hard,left,congruent,left_congruent,f
151,secondary,high,easy,right,congruent,right_congruent,k
152,secondary,high,hard,left,congruent,left_congruent,f
153,secondary,low,hard,left,congruent,left_congruent,f
154,secondary,low,hard,left,congruent,left_congruent,f
155,secondary,low,easy,right,congruent,right_congruent,k
156,secondary,low,hard,right,congruent,right_congruent,k
157,secondary,low,hard,left,nogo,left_nogo,
158,secondary,high,easy,left,nogo,left_nogo,
159,secondary,high,easy,right,nogo,right_nogo,
160,secondary,high,hard,left,congruent,left_congruent,f
161,secondary,low,easy,right,congruent,right_congruent,k
162,secondary,low,easy,right,congruent,right_congruent,k
163,secondary,high,easy,right,congruent,right_congruent,k
164,secondary,high,hard,left,nogo,left_nogo,
165,secondary,low,hard,right,congruent,right_congruent,k
166,secondary,low,hard,left,congruent,left_congruent,f
167,secondary,high,hard,right,nogo,right_nogo,
168,secondary,high,hard,right,congruent,right_congruent,k
169,secondary,low,easy,right,nogo,right_nogo,
170,secondary,low,easy,right,congruent,right_congruent,k
171,secondary,high,hard,left,nogo,left_nogo,
172,secondary,low,hard,right,congruent,right_congruent,k
173,secondary,low,easy,left,congruent,left_congruent,f
174,secondary,high,hard,right,congruent,right_congruent,k
175,secondary,low,hard,left,congruent,left_congruent,f
176,secondary,low,easy,left,nogo,left_nogo,
177,secondary,low,easy,left,nogo,left_nogo,
178,secondary,high,hard,left,congruent,left_congruent,f
179,secondary,low,hard,left,nogo,left_nogo,
180,secondary,high,hard,left,congruent,left_congruent,f
181,secondary,low,easy,left,nogo,left_nogo,
182,secondary,high,easy,left,nogo,left_nogo,
183,secondary,high,hard,left,nogo,left_nogo,
184,secondary,low,hard,right,congruent,right_congruent,k
185,secondary,low,easy,right,congruent,right_congruent,k
186,secondary,low,hard,left,congruent,left_congruent,f
187,secondary,low,hard,right,nogo,right_nogo,
188,secondary,high,easy,left,congruent,left_congruent,f
189,secondary,low,hard,right,nogo,right_nogo,
190,secondary,high,easy,left,congruent,left_congruent,f
191,secondary,low,hard,right,nogo,right_nogo,
192,secondary,low,easy,right,nogo,right_nogo,
193,secondary,high,hard,right,congruent,right_congruent,k
194,secondary,low,hard,left,congruent,left_congruent,f
195,secondary,low,easy,right,congruent,right_congruent,k
196,secondary,low,hard,left,nogo,left_nogo,
197,secondary,low,easy,left,congruent,left_congruent,f
198,secondary,high,hard,left,congruent,left_congruent,f
199,secondary,high,easy,right,congruent,right_congruent,k
200,secondary,low,hard,left,congruent,left_congruent,f
201,secondary,high,easy,right,congruent,right_congruent,k
202,secondary,low,hard,left,nogo,left_nogo,
203,secondary,low,hard,left,congruent,left_congruent,f
204,secondary,low,easy,left,congruent,left_congruent,f
205,secondary,high,hard,left,nogo,left_nogo,
206,secondary,high,easy,left,congruent,left_congruent,f
207,secondary,low,easy,left,nogo,left_nogo,
208,secondary,high,easy,left,congruent,left_congruent,f
209,secondary,low,hard,left,nogo,left_nogo,
210,secondary,high,easy,left,nogo,left_nogo,
211,secondary,high,hard,left,congruent,left_congruent,f
212,secondary,high,easy,left,congruent,left_congruent,f
213,secondary,low,easy,left,congruent,left_congruent,f
214,secondary,low,easy,left,congruent,left_congruent,f
215,secondary,low,hard,right,congruent,right_congruent,k
216,secondary,low,easy,left,congruent,left_congruent,f
217,secondary,high,hard,right,nogo,right_nogo,
218,secondary,low,hard,left,congruent,left_congruent,f
219,secondary,high,hard,left,nogo,left_nogo,
220,secondary,low,hard,left,congruent,left_congruent,f
221,secondary,high,easy,right,congruent,right_congruent,k
222,secondary,high,hard,right,congruent,right_congruent,k
223,secondary,low,hard,right,congruent,right_congruent,k
224,secondary,high,easy,left,congruent,left_congruent,f
225,secondary,high,hard,right,congruent,right_congruent,k
226,secondary,high,easy,right,nogo,right_nogo,
227,secondary,high,easy,left,congruent,left_congruent,f
228,secondary,low,easy,left,congruent,left_congruent,f
229,secondary,low,hard,left,congruent,left_congruent,f
230,secondary,low,hard,left,congruent,left_congruent,f
