trial,reinforcer,reward_size,difficulty,position,trial_type,stimulus,correct_resp
1,primary,low,easy,right,congruent,right_congruent,k
2,primary,low,easy,left,congruent,left_congruent,f
3,primary,high,easy,left,nogo,left_nogo,
4,primary,low,hard,right,nogo,right_nogo,
5,primary,low,hard,right,nogo,right_nogo,
6,primary,high,easy,right,congruent,right_congruent,k
7,primary,low,easy,right,congruent,right_congruent,k
8,primary,high,easy,left,congruent,left_congruent,f
9,primary,high,hard,left,nogo,left_nogo,
10,primary,low,hard,right,congruent,right_congruent,k
11,primary,low,easy,left,congruent,left_congruent,f
12,primary,high,hard,right,congruent,right_congruent,k
13,primary,low,hard,left,nogo,left_nogo,
14,primary,high,hard,right,nogo,right_nogo,
15,primary,high,easy,right,congruent,right_congruent,k
16,primary,low,hard,right,congruent,right_congruent,k
17,primary,high,easy,right,congruent,right_congruent,k
18,primary,low,easy,left,congruent,left_congruent,f
19,primary,low,hard,left,congruent,left_congruent,f
20,primary,high,easy,right,nogo,right_nogo,
21,primary,low,hard,left,congruent,left_congruent,f
22,primary,high,hard,right,nogo,right_nogo,
23,primary,high,easy,left,nogo,left_nogo,
24,primary,high,hard,right,nogo,right_nogo,
25,primary,low,easy,left,congruent,left_congruent,f
26,primary,high,easy,left,nogo,left_nogo,
27,primary,high,easy,left,congruent,left_congruent,f
28,primary,low,hard,right,nogo,right_nogo,
29,primary,low,easy,right,congruent,right_congruent,k
30,primary,low,hard,left,nogo,left_nogo,
31,primary,low,hard,right,congruent,right_congruent,k
32,primary,high,easy,left,congruent,left_congruent,f
33,primary,low,hard,left,congruent,left_congruent,f
34,primary,high,hard,right,congruent,right_congruent,k
35,primary,low,easy,right,nogo,right_nogo,
36,primary,low,easy,left,nogo,left_nogo,
37,primary,low,hard,left,nogo,left_nogo,
38,primary,low,easy,right,congruent,right_congruent,k
39,primary,high,easy,right,congruent,right_congruent,k
40,primary,low,easy,left,congruent,left_congruent,f
41,primary,high,easy,left,nogo,left_nogo,
42,primary,low,hard,right,congruent,right_congruent,k
43,primary,high,easy,left,nogo,left_nogo,
44,primary,low,easy,left,congruent,left_congruent,f
45,primary,low,hard,left,congruent,left_congruent,f
46,primary,high,hard,left,nogo,left_nogo,
47,primary,low,hard,left,congruent,left_congruent,f
48,primary,low,hard,right,congruent,right_congruent,k
49,primary,high,hard,left,nogo,left_nogo,
50,primary,low,easy,left,congruent,left_congruent,f
51,primary,low,hard,right,congruent,right_congruent,k
52,primary,high,hard,right,congruent,right_congruent,k
53,primary,low,hard,left,nogo,left_nogo,
54,primary,high,easy,right,congruent,right_congruent,k
55,primary,low,hard,right,congruent,right_congruent,k
56,primary,low,hard,left,nogo,left_nogo,
57,primary,high,hard,right,congruent,right_congruent,k
58,primary,high,easy,right,congruent,right_congruent,k
59,primary,high,hard,left,congruent,left_congruent,f
60,primary,high,easy,right,congruent,right_congruent,k
61,primary,low,hard,right,congruent,right_congruent,k
62,primary,low,easy,left,congruent,left_congruent,f
63,primary,low,hard,left,congruent,left_congruent,f
64,primary,high,easy,right,congruent,right_congruent,k
65,primary,low,easy,left,nogo,left_nogo,
66,primary,high,hard,right,congruent,right_congruent,k
67,primary,high,easy,right,congruent,right_congruent,k
68,primary,low,easy,left,congruent,left_congruent,f
69,primary,high,easy,left,nogo,left_nogo,
70,primary,high,easy,right,congruent,right_congruent,k
71,primary,high,easy,right,nogo,right_nogo,
72,primary,high,hard,right,congruent,right_congruent,k
73,primary,low,easy,right,congruent,right_congruent,k
74,primary,low,hard,right,congruent,right_congruent,k
75,primary,low,hard,left,congruent,left_congruent,f
76,primary,low,hard,left,congruent,left_congruent,f
